,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
4543,21-Oct-21,Senior Network Engineer,BOCOM International Holdings Company Limited,Central,Financial Services,6 years,"['Bachelor degree in', 'Information', 'Technology, Computer Science or related disciplines', ';', 'Minimum', '4', 'years', 'practical', 'experience in', 'IT infrastructure. Candidate with less experience will also be considered as junior role;', 'Solid Hands-on experience in Cisco router and switch; reputable firewall (e.g. CheckPoint, Fortigate, Palo Alto etc.), WIFI etc.;', 'Experience of administrate security related systems and related products such as IDS, IPS, WAF, EDR, UEBA, SIEM, NAC, PAM, anti-virus and APT solution, and Sandbox solution, etc.;']","['Work in the IT Infrastructure team;', 'Handle the daily operation on network and security;', 'Handle network and security equipment installation and configuration;', 'Handle troubleshooting, incident support, and coordination with service partner and carriers;', 'Hand on experience of maintains connectivity among HK and CN offices.', 'Work closely with application and Helpdesk team to prepare applications and service roll-out;', 'Research on new information technology and perform product evaluation with vendors;']","['Responsibilities:', 'Work in the IT Infrastructure team;', 'Handle the daily operation on network and security;', 'Handle network and security equipment installation and configuration;', 'Handle troubleshooting, incident support, and coordination with service partner and carriers;', 'Hand on experience of maintains connectivity among HK and CN offices.', 'Work closely with application and Helpdesk team to prepare applications and service roll-out;']"
4544,22-Oct-21,Teacher Librarian (Secondary School),International Christian School,Shatin Area,Education,,"['A bachelor degree in Education or bachelor degree in any discipline with PGCE/PGDE or equivalent awarded by an accredited university.\xa0 Holders of a master degree in Library Science, Knowledge Management or Teacher-Librarianship are strongly preferred. A willingness to engage in studies in Teacher Librarianship or related disciplines as advised if not already qualified is required.', 'Strong passion and commitment to Christian education, with a positive attitude and a growth mindset.', 'Thorough knowledge of research, reading, writing and literacy development.', ""A willingness to read and engage young adult fiction and non-fiction; and being conversant with resources that meet young people's (11-18 years old) needs and interests."", 'Comprehensive knowledge and understanding of developing and managing library collections and ordering and cataloging resources.', 'Commitment to implementing the ICS adopted teaching and learning framework (CEL 5D), ICS Learning Principles and ICS Assessment Principles.', 'Excellent interpersonal skills to build trusting relationships with administrators, faculty, teacher-librarians, staff, students and parents. Ability to stay calm in difficult situations.', 'High levels of personal accountability, organizational skills, and attentiveness to details.', 'Fluent in written and spoken English (Cantonese and/or Mandarin is a plus.)', 'To apply:', 'We offer a 5-day work week and attractive remuneration package to suitable candidates.\xa0 Join us through submitting an online application with your resume and salary expectations at', 'www.ics.edu.hk']","['Collaborate with and support teachers in promoting inquiry, student agency, critical thinking and lifelong learning.', 'Design and implement a library program in areas of information literacy and reading promotion for secondary school, consistent with the ICS mission and vision.', 'Work to promote literature, information literacy and the ethical use of information within the school context.', 'Plan the physical and virtual library spaces to facilitate and encourage use of the collection.', 'Work with classroom teachers and literacy specialists to identify, source and purchase a balanced library collection to support the curriculum and literacy/reading goals.', 'Under the direction of principals and Dean of Curriculum &amp; Instruction participate, assist with, and provide training for faculty and library staff.', 'Provide digital citizenship guidelines inclusive of awareness and communication in the context of information and media literacy.', 'Participate in and support professional learning opportunities.', 'Requirements:', 'A bachelor degree in Education or bachelor degree in any discipline with PGCE/PGDE or equivalent awarded by an accredited university.\xa0 Holders of a master degree in Library Science, Knowledge Management or Teacher-Librarianship are strongly preferred. A willingness to engage in studies in Teacher Librarianship or related disciplines as advised if not already qualified is required.', 'Strong passion and commitment to Christian education, with a positive attitude and a growth mindset.']","['You will be joining a team of Christian professionals who will look for your passion to develop a comprehensive school library program that supports secondary school curriculum, encouraging a love of reading through procuring a diverse range of quality literature and supporting the school’s goals in the development of lifelong learners, effective communicators and independent, creative &amp; analytical thinkers.', 'The job holder will start in January 2022.', 'Key Responsibilities:', 'Collaborate with and support teachers in promoting inquiry, student agency, critical thinking and lifelong learning.', 'Design and implement a library program in areas of information literacy and reading promotion for secondary school, consistent with the ICS mission and vision.', 'Work to promote literature, information literacy and the ethical use of information within the school context.', 'Plan the physical and virtual library spaces to facilitate and encourage use of the collection.', 'Work with classroom teachers and literacy specialists to identify, source and purchase a balanced library collection to support the curriculum and literacy/reading goals.', 'Under the direction of principals and Dean of Curriculum &amp; Instruction participate, assist with, and provide training for faculty and library staff.', 'Provide digital citizenship guidelines inclusive of awareness and communication in the context of information and media literacy.', 'Participate in and support professional learning opportunities.']"
4545,12-Oct-21,"Officer, Corporate Communications & Sustainability",Page Personnel,Kwai Tsing Area,Human Resources Management/Consultancy,4 years,,,"['An excellent opportunity in joining a well-known service management operator', 'Client Details', 'Our client is well established service management operator, they are operating with a wide presence internationally and committing to service excellence for their key accounts. To capitalize with their expansion in Hong Kong, they are seeking to recruit a Senior Officer.', 'Description', 'Take lead in sustainability initiatives and coordinate with team members for the achievement of project milestones as communicated by Management Team', 'Publish internal Annual Corporate Sustainability Report within the organization and make relevant cases in relations to compliance/ guidelines of the GRI standard and the HKEx ESG Reporting Guide', 'Execute the data collection processes for both quantitative and qualitative and evaluate impact assessments for the development of KPI to achieve better ESG practices', 'Profile', ""Bachelor's degree in Environmental Science, Environmental Engineering, or any other Science disciplines"", 'A minimum of 4 years of corporate sustainability reporting, all of which should be obtained within building or infrastructural management services', 'Strong background to the rules and regulations of GRI standards &amp; HKEX ESG', 'An individual with a strong mindset for the implementation of changes in ESG', 'Candidate with less experience will be considered for the position of Officer', 'Job Offer']"
4546,20-Oct-21,Mobile Application Developer / Senior Mobile Application Developer (iOS/ Android),Techson Consulting Limited,,Human Resources Management/Consultancy,1 year,,,"['Our client, a leading mobile technology company in Hong Kong, looking for a dynamic candidate to join their team.', 'Responsibilities', 'Responsible for development, implementation and testing of mobile applications', 'Make design decisions to the internal team', 'Develop applications for iOS and Android', 'Analyze user requirements and ensure standards, procedures, and methodologies in the development life cycle are followed', 'Perform application testing, maintenance, upgrade and documentation', 'Requirements', 'Degree holder in computer science, information technology or related disciplines']"
4547,22-Oct-21,Manager / Senior Associate - Tax Technology - PwC Tax - Hong Kong,PwC,Central,Accounting/Audit/Tax Services,3 years,"['Great written and verbal communications skills in both English and Chinese', 'Ability to work well and communicate effectively with other professionals', 'Proficiency in ASP, .NET ,C# , JAVA or any kind of programming language', 'Functional knowledge of SQL and object-oriented programmingcoding methodologies', 'Demonstrate understanding of different software development life-cycle methodologies', 'Strong organizational and analytical skills to research, compile and clearly present information and data', 'Must be proficient in Word, Excel and PowerPoint', 'Ability to function well in a fast-paced, dynamic environment with competing priorities and tight deadlines', 'Hands-on experience with system design, implementation and quality assurance is a plus', 'BSc / BEng in Computer Science, Math, Physics or Engineering is preferred', 'Junior candidates will be considered as Associate']",,"['About Tax', 'Tax and regulatory issues are on top of the mind for many companies operating around the world today. As a tax professional, you will help organisations and individuals maximise their tax efficiency and manage their tax risks. You achieve this through the advice you give your clients on how to conduct proper tax planning, and helping your clients to fully meet their tax compliance obligations.', 'Taxation in a fast-paced business environment is exciting and intellectually stimulating. In order for you to face up to the challenges, you will need to constantly develop your tax knowledge and research skills. As you progress, you will likely become specialised in certain tax speciality area and particular industries.', 'About Tax Technology Team', 'The Tax Technology team is responsible for all technology based business solutions for the Tax division in the China and Hong Kong region. Moreover, the team serves as a contact point and liaison for other territories within as well as outside the Asia-Pacific region in relation to tax technology. We work closely with both the tax professionals and IT specialists within the Firm to support the systems life cycle of concurrent tax technology projects so as to deliver best-in-class technology-based business solutions.', 'Job description and responsibilities:', 'Understand business and client needs and derive business requirements, functional design, and process design', 'Perform systems and/or proposal comparisons, analysis, and evaluations with engagement team', 'Assist in analysing business processes, identifying potential automation opportunities and creating Process Description Document, and Solution Design Document', 'Assist in planning and tracking projects tasks and timeline', 'Perform testing and handle related issues during development and implementation of software projects', 'Collect feedback and monitor on software projects after launch', 'Requirements:', 'Great written and verbal communications skills in both English and Chinese']"
4548,20-Oct-21,IT Helpdesk Support Engineer,ITOS Resources Co. Ltd.,Kowloon Bay,Information Technology,1 year,"['Diploma qualification in IT, Computer Science or a related field preferred;', '1 to 2 years of experience supporting PC hardware, software and networks, including installing, operating and troubleshooting;', 'Fresh Diploma graduates are welcome to apply;', 'Candidates without qualification but with hands on practical experience will also be considered;', 'Knowledge of Computer Hardware, Software, Printer and basic LAN/WAN troubleshooting, maintenance and service;', 'Knowledge of', 'Microsoft', '365 management and Cisco device configuration is an\xa0advantage', 'Must be a team player;', 'Good communication skills;', 'Self-motivated, willing to learn and resourceful;', 'Good analytical and troubleshooting skills;', 'Willing to preform on-site support.']",,"['You will provide first level IT technical support to various companies and perform daily IT operational tasks as assigned. You will also work with technology vendors to facilitate purchase, repair and maintenance of\xa0 IT equipment and undertake other support tasks assigned by the IT Support Manager.', 'We offer attractive remuneration package to the right candidates. Please send your full resume with expected salary along for application.', 'Job Duties:', 'Provide deskside (maintenance) support on hardware, software and application for user', 'Provide remote support service to user by phone, email or remote', 'Provide network and server support (backup and monitoring)', 'Handle the hotline, service desk services and problem escalation', 'Responsible for setup PC, server, networking equipment', 'Backup solutions both on-site and remote', 'Coordinate and work with vendors for project implementation', 'Handle ad-hoc duties/ projects when necessary', 'Requirements:']"
4549,21-Oct-21,Project Engineer,Suez NWS R&R (Hong Kong) Limited,Tsuen Wan Area,General Business Services,5 years,,"['To efficiently, effectively and safely manage and maintain the operation of the landfill gas field, abstraction, storage and treatment of leachate;', 'To ensure that all environmental criteria related to the leachate treatment plant, gas and leachate management systems and the Aftercare facilities meet the Company’s standard and are in compliance with contract requirements, legal requirements and the environmental management systems;', 'To ensure that the continuous monitoring system at the leachate treatment plant is calibrated and maintained in an efficient manner;', 'To assist in efficiently, effectively and safely managing and maintaining the landscaping, drainage, road and the infrastructure facilities;', 'To be directly responsible for the inventory for all the plant and tools at site within defined procedures and to propose the replenishment of the inventory as required;', 'To develop and update on a regular basis works programs and to ensure the successful execution of works on time;', 'To ensure all Aftercare activities are carried out in accordance with the Company’s Management System and assist in maintaining the Environmental, Health &amp; Safety with respect to documentation and field compliance;', 'Deputize for the Project Manager when necessary.', 'Requirement:', 'Higher Certificate or degree holder in Electrical, Mechanical Engineering, Civil Engineering or Environmental Science or equivalent;', 'At least 5 years working experience in landfill, environmental, processing or related discipline;', 'At least 3 years in supervisory level;', 'Holder a Grade A or B electrical license;', 'Valid Driving License of vehicle Class 1 &amp; 2 preferred;', 'Certificate of safety supervisor is preferred;', 'Able to work independently with minimum supervision needed.', 'We offer attractive fringe benefits to the right candidates. Please submit your resume, current salary, expected salary and contact details by clicking &lt; APPLY NOW&gt;. We are equal opportunity employer and welcome applicants from all qualified candidates.']","['Responsibilities:', 'To efficiently, effectively and safely manage and maintain the operation of the landfill gas field, abstraction, storage and treatment of leachate;', 'To ensure that all environmental criteria related to the leachate treatment plant, gas and leachate management systems and the Aftercare facilities meet the Company’s standard and are in compliance with contract requirements, legal requirements and the environmental management systems;', 'To ensure that the continuous monitoring system at the leachate treatment plant is calibrated and maintained in an efficient manner;', 'To assist in efficiently, effectively and safely managing and maintaining the landscaping, drainage, road and the infrastructure facilities;', 'To be directly responsible for the inventory for all the plant and tools at site within defined procedures and to propose the replenishment of the inventory as required;', 'To develop and update on a regular basis works programs and to ensure the successful execution of works on time;', 'To ensure all Aftercare activities are carried out in accordance with the Company’s Management System and assist in maintaining the Environmental, Health &amp; Safety with respect to documentation and field compliance;', 'Deputize for the Project Manager when necessary.', 'Requirement:', 'Higher Certificate or degree holder in Electrical, Mechanical Engineering, Civil Engineering or Environmental Science or equivalent;', 'At least 5 years working experience in landfill, environmental, processing or related discipline;', 'At least 3 years in supervisory level;', 'Holder a Grade A or B electrical license;', 'Valid Driving License of vehicle Class 1 &amp; 2 preferred;', 'Certificate of safety supervisor is preferred;']"
4550,20-Oct-21,Software Engineer (Node.js microservices),COD Payment Limited,Kowloon Bay,Information Technology,1 year,,,"['COD', 'is a pioneer fintech company partnering with Alipay Payment Services (HK) Limited as Hong Kong’s first-ever online payment integration services provider.', 'Join us to become a COD family member!', 'You will be entitled to a competitive salary and attractive staff benefits including:', 'Annual leave, paid sick leave, compensation leave, marriage leave, maternity leave, paternity leave and compassionate leave', 'Five-day work week in Kowloon Bay Office', 'Comprehensive medical and dental coverage', 'Professional training and career advancement opportunities', 'Friendly working environment\xa0and work-life balance culture']"
4551,20-Oct-21,Mobile Application Developer,Now TV,Kowloon Bay,Telecommunication,2 years,,,"['Your New Role:', 'You will be responsible for developing OTT mobile app, analyzing user requirements and preparing technical design specifications. You are also required to coordinate with internal teams and partners to ensure system integration and quality of deliverables, provide on-going support on production platform and system enhancement.', 'What makes you succeed', ':', 'University Degree in Computer Science, Information System, or equivalent disciplines', 'A minimum of 2 years’ experience in Android (Java) / iOS (Objective C and Swift) application development', 'Hands-on development experience in the following areas:Knowledge in both Android and iOS will be an advantage', 'Android / iOS development with Restful API', 'Framework / Library implementation and maintenance', 'Video Playback with HLS and DASH with DRM (FairPlay / Widevine)']"
4552,19-Oct-21,Technical Director (New Media Business),Sing Tao Management Services Limited,Tseung Kwan O,Media/Publishing/Printing,7 years,"['University degree or above in Computer science or Engineering or equivalent.', 'Min 7 years of experience in designing, architecting, developing and delivering large scale\xa0applications and Min 4 years on supervisor role.', 'Working experience on large scale software development experience, in particular web based / CRM system, and fast paced SDLC is preferred.', 'Solid experience with DevOps and automation in the cloud platform such as AWS/ GCP/AliCloud.', 'Knowledge of Devops practices and best practices for full software development life cycle, including planning, coding standards, code reviews, source control management, build processes, testing, application deployment and continuous integration.', 'Familiar with tools like Jenkins, Atlassian JIRA, Github, etc.', 'Hands on software development experience using PHP, Nodejs, mysql, mongoDB, Redis and serverless tools.', 'Working knowledge of frontend languages (react.js/ angular/ HTML5/ CSS 3/ Bootstrap) is a must.', 'Knowledge and working experience with native digital mobile applications.', 'Knowledge and working experience on Machine Learning and Data analysis.', 'Sound knowledge on system design in cloud platform.']","['Lead a team of DevOps engineers to design and develop a set of processes, best practices, guidelines, standards and tools base on DevOps framework. Conduct project tracking to ensure the works are delivered on schedule and with high quality.', 'Demonstrate DevOps-in-practice, build and integrate complex continuous delivery toolchains.', 'Lead, develop and coach teams in building continuous delivery based software release pipelines.', 'Working closely with senior technical manager, product managers, developers, testers, system engineers and vendors to ensure alignment with the overall DevOps strategy and objectives.', 'Requirements:', 'University degree or above in Computer science or Engineering or equivalent.', 'Min 7 years of experience in designing, architecting, developing and delivering large scale\xa0applications and Min 4 years on supervisor role.', 'Working experience on large scale software development experience, in particular web based / CRM system, and fast paced SDLC is preferred.', 'Solid experience with DevOps and automation in the cloud platform such as AWS/ GCP/AliCloud.', 'Knowledge of Devops practices and best practices for full software development life cycle, including planning, coding standards, code reviews, source control management, build processes, testing, application deployment and continuous integration.']","['Responsibilities:', 'Lead a team of DevOps engineers to design and develop a set of processes, best practices, guidelines, standards and tools base on DevOps framework. Conduct project tracking to ensure the works are delivered on schedule and with high quality.', 'Demonstrate DevOps-in-practice, build and integrate complex continuous delivery toolchains.', 'Lead, develop and coach teams in building continuous delivery based software release pipelines.', 'Working closely with senior technical manager, product managers, developers, testers, system engineers and vendors to ensure alignment with the overall DevOps strategy and objectives.', 'Requirements:', 'University degree or above in Computer science or Engineering or equivalent.', 'Min 7 years of experience in designing, architecting, developing and delivering large scale\xa0applications and Min 4 years on supervisor role.', 'Working experience on large scale software development experience, in particular web based / CRM system, and fast paced SDLC is preferred.']"
4553,20-Oct-21,Java Middleware Developer- 50-60k- iBank Industry,Ambition,,Human Resources Management/Consultancy,5 years,"['Degree holder in Computer Science, Information Technology or related disciplines', 'Minimum of 5 years of experience in Java development', 'Good knowledge of design thinking processes and software implementation best practices', 'Familiar to the below technical skills', 'Coding: Java 8, Java 11, OOP, AOP, JAXB, XML, XSLT, JSON, YAML, Shell Scripting', 'Framework: Spring Framework, Spring Boot, Spring Cloud, JUnit, JMock, Hibernate', 'OS, Application Platform: RHEL Linux, Oracle Linux, Alpine Linux', 'Database: Microsoft SQL Server, H2 Database', 'Contact Ms. Alexandra Leung at (852) 3103 4312 or APPLY NOW by clicking the button below.', 'Data provided is for recruitment purposes only.']","['Analysis, design and development of new integration projects in a Unix and Windows environment', 'Producing detailed functional and design specifications', 'Conducting systems testing and supporting user acceptance testing', 'Liaising with users from all areas and with other ITD teams including IT Governance, IT Support and IT Infrastructure', 'Adhering to development standards and procedures, including change control', 'Dealing with day-to-day production problems and maintenance when required', 'Requirements:', 'Degree holder in Computer Science, Information Technology or related disciplines', 'Minimum of 5 years of experience in Java development', 'Good knowledge of design thinking processes and software implementation best practices', 'Familiar to the below technical skills', 'Coding: Java 8, Java 11, OOP, AOP, JAXB, XML, XSLT, JSON, YAML, Shell Scripting', 'Framework: Spring Framework, Spring Boot, Spring Cloud, JUnit, JMock, Hibernate', 'OS, Application Platform: RHEL Linux, Oracle Linux, Alpine Linux', 'Database: Microsoft SQL Server, H2 Database', 'Contact Ms. Alexandra Leung at (852) 3103 4312 or APPLY NOW by clicking the button below.']","['Responsibilities:', 'Analysis, design and development of new integration projects in a Unix and Windows environment', 'Producing detailed functional and design specifications', 'Conducting systems testing and supporting user acceptance testing', 'Liaising with users from all areas and with other ITD teams including IT Governance, IT Support and IT Infrastructure', 'Adhering to development standards and procedures, including change control', 'Dealing with day-to-day production problems and maintenance when required', 'Requirements:', 'Degree holder in Computer Science, Information Technology or related disciplines', 'Minimum of 5 years of experience in Java development', 'Good knowledge of design thinking processes and software implementation best practices', 'Familiar to the below technical skills', 'Coding: Java 8, Java 11, OOP, AOP, JAXB, XML, XSLT, JSON, YAML, Shell Scripting', 'Framework: Spring Framework, Spring Boot, Spring Cloud, JUnit, JMock, Hibernate', 'OS, Application Platform: RHEL Linux, Oracle Linux, Alpine Linux', 'Database: Microsoft SQL Server, H2 Database']"
4554,18-Oct-21,Technical Assistant (Air Quality Monitoring Programme) 24K,Hitech Personnel Agency Co Ltd,Quarry Bay,Human Resources Management/Consultancy,1 year,"['Diploma or Higher Certificate in Mechanical Engineering, Electronic Engineering, Electrical Engineering, Environmental Engineering, Computer Science, Environmental Science, Civil Engineering, Structural Engineering, Environmental Studies or relevant subjects', 'Level 2 in Chin. Lang. and Eng. Lang. in HKCEE', 'At least one year of working experience in air monitoring or maintenance operations in the areas related to Mechanical Engineering, Electronic Engineering, Electrical Engineering, Environmental Protection', 'Good computer knowledge in common software such as Word, Excel, PowerPoint and Access']","['To assist professional staff in the operation of air services laboratory and mainteneance of air quality monitoring equipment and associated ancillary', 'To assist professional staff in the operation of air quality monitoring stations and manage associated operation contracts, including site inspections and review of air monitoring data, submissions and reports', 'To carry out ad-hoc air monitoring field works', 'To assist professional staff in development and implementation of enhancement projects for air quality monitoring', 'To perform other duties including administrative support, preparing presentation materials and reports, handling of equipment, etc as assigned by the supervisor', 'Requirements:', 'Diploma or Higher Certificate in Mechanical Engineering, Electronic Engineering, Electrical Engineering, Environmental Engineering, Computer Science, Environmental Science, Civil Engineering, Structural Engineering, Environmental Studies or relevant subjects', 'Level 2 in Chin. Lang. and Eng. Lang. in HKCEE', 'At least one year of working experience in air monitoring or maintenance operations in the areas related to Mechanical Engineering, Electronic Engineering, Electrical Engineering, Environmental Protection', 'Good computer knowledge in common software such as Word, Excel, PowerPoint and Access']","['Responsibilities:', 'To assist professional staff in the operation of air services laboratory and mainteneance of air quality monitoring equipment and associated ancillary', 'To assist professional staff in the operation of air quality monitoring stations and manage associated operation contracts, including site inspections and review of air monitoring data, submissions and reports', 'To carry out ad-hoc air monitoring field works', 'To assist professional staff in development and implementation of enhancement projects for air quality monitoring', 'To perform other duties including administrative support, preparing presentation materials and reports, handling of equipment, etc as assigned by the supervisor', 'Requirements:', 'Diploma or Higher Certificate in Mechanical Engineering, Electronic Engineering, Electrical Engineering, Environmental Engineering, Computer Science, Environmental Science, Civil Engineering, Structural Engineering, Environmental Studies or relevant subjects', 'Level 2 in Chin. Lang. and Eng. Lang. in HKCEE', 'At least one year of working experience in air monitoring or maintenance operations in the areas related to Mechanical Engineering, Electronic Engineering, Electrical Engineering, Environmental Protection', 'Good computer knowledge in common software such as Word, Excel, PowerPoint and Access']"
4555,21-Oct-21,Project Associate / Project Assistant,The Hong Kong Polytechnic University,,Education,3 years,,,"['DEPARTMENT OF BIOMEDICAL ENGINEERING', 'Project Associate / Project Assistant', '(Ref. 21102103)', '[Appointment period: twelve months]', 'Duties', 'The appointee will assist the project leader in the project - “Jockey Club Smart Ageing Hub”.\xa0 He/She will be required to:', '(a) perform routine and administrative duties for the project;', '(b) assist in designing and implementing different technical tasks in the project;', '(c) manage data obtained from project activities including development of gerontechnology-related devices, installation and implementation of gerontechnology devices at the assigned locations;', '(d) handle financial matters related to purchasing and payment bills according to the purchasing procedures; and', '(e) perform any other duties as assigned by the Head of Department or his delegates.']"
4556,21-Oct-21,Graduate Environmental Consultant (Waste & Sustainability),Aecom Asia Company Limited,Shatin Area,Architecture/Building/Construction,,,,"['Our environmental practice helps industries and governments fulfil their responsibilities for the people they support as well as the planet that supports us all. We provide advisory and technical services to help clients achieve compliance, manage impacts, and reduce or even eliminate risks. Our services enable you to anticipate and manage the environmental impact at each stage of the project - planning and obtaining permits for new facilities; decommissioning, cleanup and closure of contaminated sites and surplus operational facilities; restoration for reuse; addressing critical climate change issues; protection or restoration of habitats and water quality; and preservation of cultural resources.', 'Responsibilities', 'Assist in sustainability reporting, environmental due diligence, and waste management projects, including compilation of information and data analysis', 'Assist in proposal preparation and bid administration for upcoming opportunities', 'Enforce ethics and compliance policy including Third Party payment, Sub-consultancy engagement process and Gift and Entertainment policy', 'Requirements', 'Bachelor’s degree or above in Environmental Science, Environmental Management or equivalent']"
4557,15-Oct-21,"Investment Associate (Trading, Systematic, Fundamental Research)",Safe Investment Company Limited,Central,Financial Services,,"['Fresh graduates or less than 3 year working experiences;', 'Masters or PhD in finance engineering, accounting, applied mathematics, computer science from recognized universities', 'Strong numerical and analytical skills and problem-solving ability;', 'Well-organized and detail-oriented, self-motivated with a strong sense of responsibility, excellent communication, and interpersonal skill;', 'Candidates with programming and quantitative analysis background or with thorough understanding of the principles of stock valuation is preferred;', 'Proficiency in both written and spoken English and Chinese.', 'Personal data collected will be used for recruitment related purposes only.']",,"['Investment Trainee Program', 'We look for young talented individuals to join our 2 year investment trainee program. The program is designed to prepare candidates to for further advancement in investment teams including fundamental research, systematic investing, and trading team. Qualified trainee will become investment analyst or trader afterwards.', 'Through the program, trainee will be given various research projects such as corporate action analysis, company fundament research or big data analysis. He/she will work closely with mentor from portfolio managers to traders in each project. He/she will also participate in day to day portfolio management and have early access to global financial market.', 'Responsibilities', 'Operational responsibilities:', 'Handle all aspects related to daily investment operations, including cash management, monitor and reconcile daily cash-flow, portfolio management, trade reconciliation, order placing etc.', 'Understand the markets and investments you help to manage, from market regulation to trading practice to investment rational.', 'Communicate timely with portfolio managers on various events such as impactful corporate actions, significant market events or risk events etc.', 'Responsible for data governance, inventory, acquisition and analysis.', 'Demonstrate thought leadership by continuously enhancing processes and creating efficiencies, as well as contributing to strategic infrastructure development.']"
4558,11-Oct-21,Web Programmer,Ming Pao Holdings Ltd,Chai Wan,Media/Publishing/Printing,1 year,"['Degree / Higher Diploma in Computing, Computing Science, Information Technology or related disciplines', '1 year working experience in Websites Development', 'Skillful in PHP/MySOL or NET/MSSOI', 'Positive working attitude, strong problem solving skills, good communication and interpersonal skills', 'We offer attractive remuneration package to the right candidate. Interested parties please send full resume with salary expected to the', 'Human Resources Department, 15/F., Block A, Ming Pao Industrial Centre, 18 Ka Yip Street, Chaiwan, Hong Kong', 'or apply by clicking the', 'Apply Now', 'button.', 'Personal data collected will be used for recruitment purpose only']","['Develop responsive websites', 'Enhance and maintain existing systems', 'Perform system test and User acceptance test', 'Prepare technical documentations', 'Requirements:', 'Degree / Higher Diploma in Computing, Computing Science, Information Technology or related disciplines', '1 year working experience in Websites Development', 'Skillful in PHP/MySOL or NET/MSSOI', 'Positive working attitude, strong problem solving skills, good communication and interpersonal skills']","['Responsibilities:', 'Develop responsive websites', 'Enhance and maintain existing systems', 'Perform system test and User acceptance test', 'Prepare technical documentations', 'Requirements:', 'Degree / Higher Diploma in Computing, Computing Science, Information Technology or related disciplines', '1 year working experience in Websites Development']"
4559,19-Oct-21,Software Engineer (Embedded Device),"BII Transit Systems (HK) Co., Limited",Kowloon Bay,Others,2 years,,"['Conduct requirements analysis, design and documentation', 'Software implementation, coding and debugging', 'System integration', 'To be considered for this role you will have:', 'Tertiary qualification in Computer Science or related discipline', 'Highly experienced in C and C++', 'Familiar with ARM architecture processor', 'Embedded linux application development experience', 'On a personal level you must also:']","['What you will do', 'You will be involved in the development of software of embedded device. You will be working closely with the Software Manager for the development of new systems/devices and maintenance of existing systems.', 'Responsibilities:', 'Conduct requirements analysis, design and documentation', 'Software implementation, coding and debugging', 'System integration', 'To be considered for this role you will have:', 'Tertiary qualification in Computer Science or related discipline', 'Highly experienced in C and C++']"
4560,20-Oct-21,I.T. Support Officer,Cars Restoration (Hong Kong) Limited,Tsuen Wan Area,Wholesale / Retail,2 years,"['Diploma or above in', 'IT/', 'Computer', 'Science', 'or', 'other', 'related discipline;', 'At least 2 years of solid experience in', 'IT administration work', ';', 'Technical background in development is an advantage;', 'High integrity, mature and stable;', 'Immediate available is preferred;', 'Less experience will be considered as Assistant IT Support Officer;']","['Provide', 'daily system support with PC/MAC/iPad and software/hardware, equipment;', 'Trouble-shoot network, email and server problem and provide solution;', 'Implement and integrate systems and network base on pre-defined design of network', 'infrastructure;', 'Evaluate and build a suitable environment for system integration;', 'Coordinate with internal and external parties to resolve IT related issues;', 'Perform regular checkup and update of asset inventory records;', 'Perform administration takes related and general office service;', 'Handle ad hoc duties as assigned;', 'VPN', 'setup and maintenance.']","['This position is responsible for the set up and maintenance of the network infrastructure and computer appliances.\xa0 The incumbent is also responsible for database management.', 'Responsibilities:', 'Provide', 'daily system support with PC/MAC/iPad and software/hardware, equipment;', 'Trouble-shoot network, email and server problem and provide solution;', 'Implement and integrate systems and network base on pre-defined design of network', 'infrastructure;', 'Evaluate and build a suitable environment for system integration;', 'Coordinate with internal and external parties to resolve IT related issues;', 'Perform regular checkup and update of asset inventory records;', 'Perform administration takes related and general office service;', 'Handle ad hoc duties as assigned;']"
4561,20-Oct-21,"Senior Network Engineer, native mandarin, 50K",Ambition,,Human Resources Management/Consultancy,5 years,"['Degree holder in Computer Science, Information Systems or related disciplines', 'Minimum of 5 years of relevant and solid experience, preferably within financial service industry', 'CCNA qualified is a must, CCNP/CCIE is preferable', 'Experience in building and maintaining data centre for financial services with clould services such as Ali cloud, Huawei cloud or AWS cloud', 'Solid experience in Cisco routerm switch, firewall (e.g. checkpoint, fortigate, pala alto, etc)']",,"['Responsibilities', ':', 'Handle daily operation and security', 'Handle network and security equipment installation and configuration', 'Handle trouble shooting, incident suppor, and coordination wityh srvice partner and carriers', 'Hands on experience of maintaining connectivity between HK and China offices', 'Work closely with application and helpdesk team to prepare applications and wervice roll out', 'Requirements:', 'Degree holder in Computer Science, Information Systems or related disciplines', 'Minimum of 5 years of relevant and solid experience, preferably within financial service industry', 'CCNA qualified is a must, CCNP/CCIE is preferable', 'Experience in building and maintaining data centre for financial services with clould services such as Ali cloud, Huawei cloud or AWS cloud', 'Solid experience in Cisco routerm switch, firewall (e.g. checkpoint, fortigate, pala alto, etc)']"
