,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
2112,11-Oct-21,Business Analyst,CoverGo Limited,Admiralty,Information Technology,,,,"['We are looking for a Business Analyst who will be the vital link between our information technology capacity and our business objectives by supporting and ensuring the successful completion of analytical, building, testing and deployment tasks of our software product’s features.', 'What you will do:', '● Understand business requirements, research possible solutions, write User Stories and', '● Acceptance Criteria.', '● Perform quality assurance.', '● Define reporting and alerting requirements.', '● Own and develop relationships with partners, working with them to optimize and', '● enhance our integration.', '● Help design, document and maintain system processes.', '● Report on common sources of technical issues or questions and make', '● recommendations to the product team.', '● Communicate key insights and findings to the product team.', '● Constantly be on the lookout for ways to improve monitoring, discover issues and deliver', '● better value to the customer.', 'What you will need for this role:', '● At least 3 to 4 years of previous experience in Business or Systems Analysis.', '● A degree in IT / Computer Science preferred or related field.', '● Previous experience working in the insurance industry is preferred.', '● Proven experience in eliciting requirements and testing.', '● Experience in analysing data to draw business-relevant conclusions and in data', '● visualization techniques and tools.', '● Experience in an Agile and/or Scrum environment is preferred.', '● Basic knowledge in generating process documentation.']"
2113,15-Oct-21,Technical Lead - Luxury Brand,Varmeego Link Limited,Ngau Tau Kok,Information Technology,,,,"['You will have the opportunities to', 'Act as a Program Manager', 'Define Azure Data Platform Architecture, associated services &amp; High-Level Design for Data Layers', 'Support customer to define Data Governance Process &amp; Tools', 'Ensure that the database designs fulfil the requirements, including data volume, frequency needs, and long-term data growth', 'Assist in determining the cross-application data standards, data distribution standards, and tuning strategies', 'Work to ensure that all components work together to meet objectives and performance goals as defined in the requirements.', 'Deliverables : High level design (Architecture, Solution Blueprint)', 'Participate in all customer Scrum ceremonies like Sprint Planning, Retrospective, Demos, Backlog Grooming, Daily stand up etc.', 'Ensure customer architecture &amp; design patterns , standards &amp; guidelines are followed by Scrum teams', 'Review Low Level designs for data pipelines etc. &amp; physical data models.Enable &amp; support for customer approvals', 'Provide Support &amp; Co-ordinate with support teams in incident triaging (if needed) Provide Recommendations for cost &amp; technology optimization throughout the WS2 sprints', 'Enable adoption of data &amp; analytics industry best practices in design, development and maintenance', 'Who you are', 'At least 8-12 years working experience in BI Concepts • Solid understanding of Agile Methodology', 'Co-ordinate in Backlog grooming with data analyst as well bridge the gap between onshore and offshore counter parts']"
2114,22-Oct-21,System Analyst / Application Developer,Continental Holdings Ltd,Hung Hom,Mixed Industry Group,5 years,,,"['***** 10 mins walking distance from Whampoa MTR\xa0 *****', 'Responsibilities', ':', 'Responsible for system analyses, designs, development, implementation and maintenance', 'Prepare functional and technical design documentation as well as user manual', 'Supervise developers in China office', 'Requirements', ':']"
2115,20-Oct-21,Senior Analyst Programmer (C#) - Insurance - 36k - Contract,Protiviti Hong Kong,Kwun Tong Area,Human Resources Management/Consultancy,,,,"['Protiviti are looking for skilled candidates for the following role:', 'The Company', 'Protiviti is a global consulting firm that delivers deep expertise, objective insights, a tailored approach and unparalleled collaboration to help leaders confidently face the future. As a Protiviti consultant, you will not only work on interesting business issues with world-class companies, but you will also have access to training and networking opportunities to accelerate your expertise. Our client is an instantly recognizable firm with a very strong reputation and brand within the financial sector globally.', 'The Role', 'Perform applications programming for systems development projects', 'Conduct business analysis', 'SIT and UAT cycle support', 'Provide user acceptance test and production support', 'Develop system documentation', 'Your Profile', 'Minimum 2 years of software development experience', 'Hands-on development skills in C# and MSSQL', 'Experience in JavaScript is a plus']"
2116,19-Oct-21,Analyst Programmer (General Insurance),Dah Sing Financial Group,North Point,Financial Services,,"['University graduate in Information Technology, Computer Science or equivalent', 'Relevant experience in software development is preferred', 'Familiar with the following web development technologies', 'HTML, CSS, JavaScript, Java, SQL', 'Angular, J2EE (such as EJB and Servlet)', 'Apache HTTP Server and JBOSS Server', 'MS SQL Server', 'Exposure in General Insurance is also preferred', 'Good analytical, problem solving and organizing skills', 'Good team player, strong writing and communication skills']","['Evaluates, analyzes, modifies and tests existing programs, systems and databases of moderate complexity', 'Participates in analysis of business problems, develops and implements new programs, systems and databases of moderate complexity; codes, tests, and debugs programs; prepares program specification and documentation', 'Provides production support in maintenance environment', 'Ensure efficient and effective development methodologies, protocols and standards of practice are followed properly', 'Provides technical support to business users and assists them as required to resolve problems and coordinate systems implementation', 'Maintains current technical skills and begins to gain experience in more application systems as well as ability to perform more complex technical analysis and business requirements analysis', 'Acts as backup to Systems Analyst', 'Perform user support, training and cross team knowledge transfer where appropriate', 'Perform ad hoc projects as assigned by supervisor', 'Requirements:']","['Responsibilities:', 'Evaluates, analyzes, modifies and tests existing programs, systems and databases of moderate complexity', 'Participates in analysis of business problems, develops and implements new programs, systems and databases of moderate complexity; codes, tests, and debugs programs; prepares program specification and documentation', 'Provides production support in maintenance environment', 'Ensure efficient and effective development methodologies, protocols and standards of practice are followed properly', 'Provides technical support to business users and assists them as required to resolve problems and coordinate systems implementation', 'Maintains current technical skills and begins to gain experience in more application systems as well as ability to perform more complex technical analysis and business requirements analysis', 'Acts as backup to Systems Analyst', 'Perform user support, training and cross team knowledge transfer where appropriate', 'Perform ad hoc projects as assigned by supervisor']"
2117,7-Oct-21,Business Intelligence Team Lead,Sa Sa Cosmetic Company Limited,Chai Wan,Wholesale / Retail,8 years,,,"['Responsibilities', 'As a lead to communicate with the different business units to align requirements related to data governance and ensure clear accountability for the stewardship of the company’s principal information assets', 'Establish and govern data governance implementation roadmap including strategic priorities for the development of information-based capabilities, with a focus on improvement of data quality and the protection of sensitive data through modifications to organization behavior policies and standards, principles, governance metrics, processes, related tools and data architecture.', 'Plan, design and implement the migration of the existing on-premise data warehouse to Cloud infrastructure; establish data lake to enable a flexible and effective analytic platform to fulfil tagging data analytics, extended customer insights, real-time behavior analytics, personalization and data feeding among different digital touchpoints', 'Collaborate with finance, sales, logistics, marketing, and product teams to identify opportunities to manage data projects.', 'Build data warehouse in a cloud-based environment and develop the business intelligence platforms', 'Ensure the data and information are delivered on time with high quality, good performance, reconciled and integrity assured', 'Lead a small team of data engineers to deliver various data solutions project', 'Manage and maintain the existing on-premise data warehouse to support the BAU activities as well as ad-hoc data extraction and report generation to business users', 'Implement efficient data pipelines to transform data from multiple data sources', 'Support full cycle of project management with Agile/Scrum approach', 'Requirements', 'Bachelor’s degree holder in Computer Science, Mathematics, Computer Systems, Software Engineering, IT or related discipline.']"
2118,9-Oct-21,Analytics and Reporting Senior Consultant / Consultant - FCS - BD,PwC,,Accounting/Audit/Tax Services,2 years,,,"['Job Description &amp; Summary', 'Business Development (BD) is part of Markets, which is responsible for strengthening our brand and driving growth, supporting our people to deliver One Firm, offer multi-competency solutions and create distinctive value propositions for our clients. BD empowers our people and the firm to drive a client centric culture. We help develop client relationships, connect the firm, drive Markets strategies, and work with teams to identify and win opportunities. We put to use client insights, industry knowledge, and commercial and market trends to help us truly understand our clients’ needs and build deeper client relationships.', 'Purpose of the role', 'Key responsibilities:', 'Develop an understanding the firm’s organisational structure and the data sources and data models available across the business', 'Analyse data and reporting requests received from the business and convert them to requirement sets Perform business performance reporting, dashboard building and financial/ CRM data analysis and implement solutions into business as usual', 'Use visualisation techniques to respond to business questions in a compelling manner Ensure that any solution not only provides the business with data and information in the form of reports but also, more importantly, provides insights, highlighting trends, opportunities and potential threats', 'Work with the relationship managers and business representatives to prepare and submit business cases for major reporting projects', 'Support assessment of data quality, identify required actions and advise on any changes or new business rule definitions required', 'Analyse new releases of Salesforce and communicate the key business impacts to stakeholders Participate in UAT of new releases of Salesforce to validate end solution design and manage the changes to reports and dashboards according to business needs']"
2119,21-Oct-21,Analyst Programmer/System Analyst,UXSOFT Ltd.,Kwun Tong,Information Technology,2 years,,,"['Work on a variety of different projects', 'Work with the team on the project implementation of requirement gathering from the customer, system design, set up, documentation and maintenance', 'Implement software components according to the specifications and guidelines', 'Job Requirements', 'Degree / Higher Diploma of computer science or related discipline;', 'Minimum 1-3 years of relevant working experience in retail application development, CRM system is a advantage;', 'Knowledge \xa0&amp; Experience in \xa0JAVA Script, MS SQL ,JQuery;', 'Good analytical, communication and problem solving skills', 'Excellent command of spoken and written English and Mandarin;']"
2120,13-Oct-21,[Advocator] Business Analyst,A.S. Watson Retail (HK) Limited,Shatin Area,Wholesale / Retail,2 years,,,"['To Put A smile on our Customers’ Faces', '""We are', 'WILLING TO CONSIDER EVERYONE INPUT', '.\xa0We feel called to use our strengths when', 'COMMUNICATE', 'to achieve the', 'GOALS TOGETHER', 'and make a lasting impact.""', ""Our eLab Technology Team's Mission &amp; Value:"", 'Join a team of 300 Spartans &amp; battle side by side in squad formation', 'Unleash the power of programming - Java, React. Native, …']"
2121,22-Oct-21,System Analyst (T25 Government Sector),PERSOLKELLY Hong Kong Limited,Quarry Bay,Human Resources Management/Consultancy,4 years,"['Experience in Information Security Management', 'Experience in Security Risk Assessment and Audit', 'Experience in SQL programming', 'Experience in IT Service/Outsourcing Management', 'Experience in Project Management Professional is desirable', 'Experience in Java Programming is desirable', 'To apply for this position, please send your full résumé to\xa0Contract_hk @persolkelly.com\xa0in word format indicating the reference number and title.', 'If you are not contacted by our consultants within 2 weeks, please consider your application unsuccessful. All applications will be treated in strict confidence, and used for recruitment purposes only in accordance with\xa0PERSOLKELLY Hong Kong Limited’s Privacy Notice.']","['Assist in functional/user acceptance tests of Government Application Systems;', 'Liaise and monitor the IT contractors in respect of any rectification and enhancement works required for Government Application Systems;', 'Review and perform quality check on deliverables from the IT contractors;', 'Support various departmental IT security activities including IR Drill;', 'Requirements:', 'Experience in Information Security Management', 'Experience in Security Risk Assessment and Audit', 'Experience in SQL programming', 'Experience in IT Service/Outsourcing Management', 'Experience in Project Management Professional is desirable', 'Experience in Java Programming is desirable']","['A HKSAR Government Department', 'Selected candidates will be assigned to provide support on various departmental IT security activities and application systems.', 'Responsibilities:', 'Assist in functional/user acceptance tests of Government Application Systems;', 'Liaise and monitor the IT contractors in respect of any rectification and enhancement works required for Government Application Systems;', 'Review and perform quality check on deliverables from the IT contractors;', 'Support various departmental IT security activities including IR Drill;', 'Requirements:', 'Experience in Information Security Management', 'Experience in Security Risk Assessment and Audit']"
2122,18-Oct-21,Change Management  - Associate/Officer (12-Month Contract) (Project management/Business analysis),Hong Kong Exchanges and Clearing Limited,Central,Financial Services,4 years,"['University Degree, preferably in business,information technology or related disciplines', 'Atleast 3 years’ of relevant experience in financial industry with knowledge in securities clearing and settlement', 'Self-motivated with good written and spoken communication and interpersonal skills', 'Conversant with MS Word / Excel / PowerPoint, proficiency in Macros is a plus', 'Applicants who do not hear from us within 6 weeks may consider their applications unsuccessful. Personal data provided will only be used for the purpose of employment application to HKEX.']","['Support the delivery of projects / initiatives of Post Trade Division', 'Analyze business requirements and provide input to test plan', 'Conduct testing activities, and analyze,document and communicate test results', 'Undertake ad-hoc tasks as assigned by supervisors', 'Job Requirements:', 'University Degree, preferably in business,information technology or related disciplines', 'Atleast 3 years’ of relevant experience in financial industry with knowledge in securities clearing and settlement', 'Self-motivated with good written and spoken communication and interpersonal skills', 'Conversant with MS Word / Excel / PowerPoint, proficiency in Macros is a plus', 'Applicants who do not hear from us within 6 weeks may consider their applications unsuccessful. Personal data provided will only be used for the purpose of employment application to HKEX.']","['Job Responsibilities:', 'Support the delivery of projects / initiatives of Post Trade Division', 'Analyze business requirements and provide input to test plan', 'Conduct testing activities, and analyze,document and communicate test results', 'Undertake ad-hoc tasks as assigned by supervisors', 'Job Requirements:', 'University Degree, preferably in business,information technology or related disciplines', 'Atleast 3 years’ of relevant experience in financial industry with knowledge in securities clearing and settlement', 'Self-motivated with good written and spoken communication and interpersonal skills', 'Conversant with MS Word / Excel / PowerPoint, proficiency in Macros is a plus', 'Applicants who do not hear from us within 6 weeks may consider their applications unsuccessful. Personal data provided will only be used for the purpose of employment application to HKEX.']"
2123,18-Oct-21,System Analyst,FundPark Limited,Ngau Tau Kok,Financial Services,,"['Higher Diploma or Degree in Computer Science or related disciplines', '4+ years of experience in commercial software development experience', 'Strong command of PHP with Laravel and/or popular MVC frameworks', 'Strong command of SQL language and ORM design and development.', 'Experience in design and development on ERP, CRM is a plus.', 'Experience in Python, Django framework is a plus', 'Experience with REST APIs, SaaS platform and authentication is a plus', 'Sound knowledge with Source control like Git, or GitLab', 'Familiar with Mac OS, Linux', 'Able to work in a fast-paced team environment, multi-tasking and detail minded', 'Fast learner, logical thinking and think outside the box attitude', 'Good command in written, spoken Cantonese, English and Mandarin']","['Participate in all phases of the SDLC', 'Carry out professional coding on business logic, data modelling and API development', 'Actively support a quality automatic testing solution for various environments', 'Assure product quality in terms of functionality, performance, and usability', 'Follow best practices, maintain and support the application services with high stability to sustain business operations', 'Requirements:', 'Higher Diploma or Degree in Computer Science or related disciplines', '4+ years of experience in commercial software development experience', 'Strong command of PHP with Laravel and/or popular MVC frameworks', 'Strong command of SQL language and ORM design and development.', 'Experience in design and development on ERP, CRM is a plus.', 'Experience in Python, Django framework is a plus', 'Experience with REST APIs, SaaS platform and authentication is a plus', 'Sound knowledge with Source control like Git, or GitLab', 'Familiar with Mac OS, Linux']","['Key Responsibilities:', 'Participate in all phases of the SDLC', 'Carry out professional coding on business logic, data modelling and API development', 'Actively support a quality automatic testing solution for various environments', 'Assure product quality in terms of functionality, performance, and usability', 'Follow best practices, maintain and support the application services with high stability to sustain business operations', 'Requirements:', 'Higher Diploma or Degree in Computer Science or related disciplines', '4+ years of experience in commercial software development experience', 'Strong command of PHP with Laravel and/or popular MVC frameworks', 'Strong command of SQL language and ORM design and development.', 'Experience in design and development on ERP, CRM is a plus.', 'Experience in Python, Django framework is a plus']"
2124,12-Oct-21,Data Engineer (ETL) - Large Financial Group,Pinpoint Asia Limited,,Human Resources Management/Consultancy,5 years,,"['Work with the business analysts and translate the technical data requirements to the development team.', 'Analyze the Data Interchange formats Participate in the entire SDLC including user requirements collection, system design, development, documentation, and testing.', 'Design the data flow in the data lake platform on the public cloud.', 'Analyze, design, and develop the data pipeline, framework, and infrastructure for data generations.', 'Develop application and ETL scripts for big data analytics.', 'Manage data service delivery projects.', 'Design and develop data storage strategy and architecture.', 'Role and Responsibilities:', 'At least 5 years of hands-on experience in Datawarehouse development including ETL and SQL development.', 'Exposure to the public cloud platforms (Azure / Google / AWS).']","['Our client, a large financial group is looking for a', 'Data Engineer with ETL experience', 'to join their Data engineering team. The selected candidates will be working on large-scale big data cloud engineering projects. Great project sound project exposure and growth opportunities.', 'Responsibilities:', 'Work with the business analysts and translate the technical data requirements to the development team.', 'Analyze the Data Interchange formats Participate in the entire SDLC including user requirements collection, system design, development, documentation, and testing.', 'Design the data flow in the data lake platform on the public cloud.', 'Analyze, design, and develop the data pipeline, framework, and infrastructure for data generations.', 'Develop application and ETL scripts for big data analytics.', 'Manage data service delivery projects.', 'Design and develop data storage strategy and architecture.']"
2125,22-Oct-21,Application Analyst - Application Development (Ref: B020),Jebsen & Co Ltd,Causeway Bay,Others,5 years,"['Degree holder in computer science or related disciplines', 'At least 5 years of application / technical support experience in any two systems: Oracle EBS R12 / Salesforce / OMS / WMS / POS', 'Hands on programming experience in any two areas: Java / Spring Boot / K8S', 'Experience in consuming and integrating web-based services using RESTful API, GraphQL', 'Have a good understanding of the IT system development life cycle, change control governance, and testing approach', 'Self-motivated with strong analytical and problem-solving skills', 'Proficient in written and spoken Cantonese and English with good interpersonal and communication skills', 'Candidate with less experience will be considered as Senior Analyst Programmer', 'Interested parties please submit your application to our mailbox by clicking ""Apply Now"" below.', 'For more information about Jebsen Group, please visit', 'www.jebsen.com']","['Perform program development, system testing, support user acceptance testing and implementation', 'Assist in system design and prepare program specifications', 'Communicate with business users to gather business requirements, perform system analysis and feasibility study of new requirements', 'Collaborate with other IT counterparts and business user on system deployment arrangement', 'Prepare necessary documentations, including User Manual and Operations Manual', 'Provide technical support on underlying technologies like K8S, KONG, Oracle DB, UiPath, AWS etc.', 'Provide application support on system, like Oracle EBS R12, Salesforce, Power BI, WMS, Omni-Channel Retail when necessary', 'Requirements:', 'Degree holder in computer science or related disciplines']","['The Application Analyst will be responsible for \xa0new application / system development, partner with different business users to gather business requirements, advise and deliver technical solutions which aligned with business needs.', 'Responsibilities:', 'Perform program development, system testing, support user acceptance testing and implementation', 'Assist in system design and prepare program specifications', 'Communicate with business users to gather business requirements, perform system analysis and feasibility study of new requirements', 'Collaborate with other IT counterparts and business user on system deployment arrangement', 'Prepare necessary documentations, including User Manual and Operations Manual', 'Provide technical support on underlying technologies like K8S, KONG, Oracle DB, UiPath, AWS etc.']"
2126,15-Oct-21,Analyst Programmer (RPA),Café de Coral Group Limited,Shatin Area,Food and Beverage,2 years,,"['Design, develop and test automation workflows', 'Deploy RPA components including bots, robots, development tools, code repositories and logging tools', 'Translate business requirements to business specifications; translate IT requirements to technical specifications', 'Support on existing application (POS, CRM &amp; Mobile App) along with enhancements of application', 'Job requirements:', 'Diploma or above in Computer Science or related disciplines', '2 – 3 years’ hands-on experience on RPA tools; UiPath experience is highly preferred', 'Basic programming knowledge on HTML, JavaScript, .Net; experience in any of the programming languages like C/C++, Python, VB Script, Java, JS, .Net is an advantage', 'Able to design technical specification documents for RPA projects', 'Experience in developing and consuming APIs, and has knowledge in Databases (SQL or NoSQL)']","['Responsibilities:', 'Design, develop and test automation workflows', 'Deploy RPA components including bots, robots, development tools, code repositories and logging tools', 'Translate business requirements to business specifications; translate IT requirements to technical specifications', 'Support on existing application (POS, CRM &amp; Mobile App) along with enhancements of application', 'Job requirements:', 'Diploma or above in Computer Science or related disciplines', '2 – 3 years’ hands-on experience on RPA tools; UiPath experience is highly preferred', 'Basic programming knowledge on HTML, JavaScript, .Net; experience in any of the programming languages like C/C++, Python, VB Script, Java, JS, .Net is an advantage']"
2127,21-Oct-21,Project Manager / PMO (12 months+),Hays,,Human Resources Management/Consultancy,3 years,,,"['PMO / project Manager job for leading global bank, coordinating implementation of a new regulatory platform', 'Your new company', 'Multinational bank driving the implementation of a new global regulatory platform', 'Your new role', 'You will support a global roll out of a new legal &amp; regulatory platform across the bank, with an emphasis on coordinating the activities of various subject matter experts in HK and across Asia. Your role will focus on tracking the status of project deliverables, monitoring progress and advising execution teams if remediation is required alongside monitoring budgets and reporting accordingly. The role will also have a heavy emphasis on stakeholder management.', ""What you'll need to succeed"", 'Ideally, you will have:', '5+ years project management or PMO experience, ideally in a large matrixed organisation or financial services company', 'Experience of working on legal or regulatory change projects will be an advantage.', 'Excellent stakeholder management skills.', 'Strong communication and organization skills.', 'Familiarity with project management software tools and methodologies', ""What you'll get in return"", 'This is a great opportunity for a candidate looking to work on a high profile, global project with a leading international banking client. You will work as part of an experienced and dynamic team, working at the cutting edge of regulatory change.', 'What you need to do now']"
2128,21-Oct-21,Analyst Programmer/ Senior Analyst Programmer  (Work From Home [1 Day/Week]),Kooppi Limited,Kwun Tong,Information Technology,1 year,"['A university degree in Computer Science, Information Technology or equivalent', 'At least 2 years of experience in web application development, fresh graduates will also be considered', 'Analytical and organizational skills', 'Knowledge of web-based architectures and deployment', 'Good team player, strong sense of responsibility and work independently', 'Good communication with positive working attitude', 'Good command of both written and verbal in Mandarin and English', 'Benefit:', '5-Day Work/Week', 'Work From Home [1 Day/Week]']","['Participate in system design and infrastructure planning', 'Participate in user requirement gathering', 'Hands-on backend REST API development based on Java', 'Hands-on SPA frontend development based on Vue, React, Angular and etc.', 'System testing, issue troubleshooting and fixing', 'Prepare system documentations', 'Requirements:', 'A university degree in Computer Science, Information Technology or equivalent', 'At least 2 years of experience in web application development, fresh graduates will also be considered', 'Analytical and organizational skills']","['Responsibilities:', 'Participate in system design and infrastructure planning', 'Participate in user requirement gathering', 'Hands-on backend REST API development based on Java', 'Hands-on SPA frontend development based on Vue, React, Angular and etc.', 'System testing, issue troubleshooting and fixing', 'Prepare system documentations', 'Requirements:', 'A university degree in Computer Science, Information Technology or equivalent']"
2129,15-Oct-21,Business Analyst / Senior Business Analyst (Insurance MNC),PeopleLink Services Limited,,Human Resources Management/Consultancy,3 years,,"['Conduct feasibility studies and draft proposals for evaluation by appropriate stakeholders.', 'Facilitate and negotiate buy-in from key stakeholders to obtain the best outcome for the organization where improvements and efficiencies gains across organizational boundaries and budgets, and to ensure smooth implementation and change.', 'Produce/review test plans and scenarios on behalf of the business and manage testing to ensure that product and processes are acceptable with minimal risk before becoming operational.', 'Create training materials and documentation for future business processes, business solutions and operating models and deliver training on these.', 'Qualifications', ""Bachelor's degree in business, computer science, information systems or a related discipline preferred"", 'Progressive experience in business analyst on medium-sized to large projects involving multiple stakeholders. Experience in systems revamp in insurance business is preferred.', 'Ability to analyze, communicate, articulate governance and compliance trends and program requirements']","['Responsibilities:', 'Conduct feasibility studies and draft proposals for evaluation by appropriate stakeholders.', 'Facilitate and negotiate buy-in from key stakeholders to obtain the best outcome for the organization where improvements and efficiencies gains across organizational boundaries and budgets, and to ensure smooth implementation and change.', 'Produce/review test plans and scenarios on behalf of the business and manage testing to ensure that product and processes are acceptable with minimal risk before becoming operational.', 'Create training materials and documentation for future business processes, business solutions and operating models and deliver training on these.', 'Qualifications', ""Bachelor's degree in business, computer science, information systems or a related discipline preferred"", 'Progressive experience in business analyst on medium-sized to large projects involving multiple stakeholders. Experience in systems revamp in insurance business is preferred.']"
2130,22-Oct-21,Programmer,Celki Medical Company,Cheung Sha Wan,Medical/Pharmaceutical,1 year,,,"['Job responsibilities:', 'Design, deployment, maintenance and implementation of web and mobile applications', 'Defines system solutions based on user/client needs, and requires integration with existing systems', 'Prepare technical document and software user manual', 'Provide application support and technical troubleshooting for system enhancement and maintenance', 'Job requirements:', 'Higher Diploma / Degree or above in Computer Science or IT-related disciplines;', 'Knowledge in PHP, HTML5, ASP.NET. JSON or VS.NET. iOS and C# is a must;', 'Knowledge in JavaScript, MSSQL, and Android native apps, REST API is preferable;']"
2131,21-Oct-21,Systems Analyst / Analyst Programmer / Senior Programmer,SmarTone Telecommunications Limited,Ngau Tau Kok,Telecommunication,2 years,"['Degree holder in Computer Science, Information Technology or related disciplines', 'Preferably 8 years of experience in system development', 'Knowledge and experience on the following areas are desirable', 'DevOps, Web application development and framework, eg. Javascript, Java/J2EE, Spring Boot, Angular, Ajax, SQL', 'Web Service API / Microservices development, eg. RESTful, SOAP', 'Good oral, written, and interpersonal communication skills are required', 'Able to work independently and efficiently, yet a good team player', 'Positive attitude and energetic', 'Candidate with less experience will be considered as Analyst Programmer / Senior Programmer']","['Engage in the whole SDLC from business requirements gathering, analysis of existing system workflow, system design and implementation, assist users in UAT and production roll out', 'Provide ongoing system enhancements and support to ensure smooth running of production applications for the business', 'Work closely with different teams on system integration with API development', 'Work closely with vendors on system implementation and support in resolving problems', 'Requirements:', 'Degree holder in Computer Science, Information Technology or related disciplines', 'Preferably 8 years of experience in system development', 'Knowledge and experience on the following areas are desirable', 'DevOps, Web application development and framework, eg. Javascript, Java/J2EE, Spring Boot, Angular, Ajax, SQL', 'Web Service API / Microservices development, eg. RESTful, SOAP', 'Good oral, written, and interpersonal communication skills are required', 'Able to work independently and efficiently, yet a good team player', 'Positive attitude and energetic', 'Candidate with less experience will be considered as Analyst Programmer / Senior Programmer']","['Responsibilities:', 'Engage in the whole SDLC from business requirements gathering, analysis of existing system workflow, system design and implementation, assist users in UAT and production roll out', 'Provide ongoing system enhancements and support to ensure smooth running of production applications for the business', 'Work closely with different teams on system integration with API development', 'Work closely with vendors on system implementation and support in resolving problems', 'Requirements:', 'Degree holder in Computer Science, Information Technology or related disciplines', 'Preferably 8 years of experience in system development', 'Knowledge and experience on the following areas are desirable', 'DevOps, Web application development and framework, eg. Javascript, Java/J2EE, Spring Boot, Angular, Ajax, SQL', 'Web Service API / Microservices development, eg. RESTful, SOAP', 'Good oral, written, and interpersonal communication skills are required', 'Able to work independently and efficiently, yet a good team player']"
2132,19-Oct-21,Medical Laboratory Technologist,Prenetics Limited,Quarry Bay,Information Technology,,,,"['Prenetics is one of the largest diagnostics and genetic testing companies globally. With a team of more than 700 employees globally and with over US$1.25 billion in strategic funding from Adrian Cheng’s Artisan Acquisition Corp. and more, the group is Hong Kong’s first-ever Unicorn startup to be listed in any market.', 'Prenetics has been pivotal in the fight against COVID-19. To date, the group has performed more than 5 million PCR tests in Hong Kong and in the United Kingdom. Prenetics works closely with both governments and came to international fame when it helped resume the season with the English Premier League and set up COVID-19 testing operations in airports globally, including Hong Kong International Airport and Heathrow Airport.', 'Furthermore, the group recently made an acquisition of an Oxford University spin-out company, whom had developed a rapid COVID-19 test, with accurate results in 20 minutes. The group also operates two leading direct to consumer DNA platforms, CircleDNA and DNAFit.', 'To cope with our fast expansion in Hong Kong and the COVID-19 pandemic, we are currently seeking high caliber professionals to join this promising field. As the', 'Medical Laboratory Technologist I/II', 'of the laboratory, your main responsibility will be to assist in sample processing and analysis in our world class laboratory with a high-complexity.', 'Responsibilities', 'Process and analyze clinical specimens via molecular testing methods following standard operating procedures', 'Comply with all current good laboratory practices and laboratory standard operating procedure (SOP) and company policies and procedures', 'Perform clinical molecular &amp; genetic testing (e.g. DNA extractions, qPCR, RT-PCR) and assist in research and development of new products', 'Handle and accurate recording laboratory data', 'Perform quality control and external proficiency testing', 'Perform maintenance and calibration of laboratory equipment', 'Work closely with internal counterparts in delivering adhoc and project-based testing services', 'Requirements', 'Bachelor Degree in Biomedical Science / Medical Laboratory Science or related field']"
2133,18-Oct-21,Analyst Programmer / Senior Analyst Programmer,Hong Leong Insurance (Asia) Limited,North Point,Financial Services,2 years,"['Bachelor Degree, Associate Degree or Higher Diploma in Computer Science or related discipline', '2 years or above relevant working experience in website development', 'Solid experience in frontend technologies e.g. JavaScript, HTML5, CSS, and backend technologies e.g. Java, Spring, SQL, Node.js', 'Experience in MVC framework and CMS administration', 'Knowledge in Web Analytics / BI reporting is preferred', 'Self-motivated, responsible, and able to solve problems independently', 'Good time management, communication and interpersonal skills', 'Please apply (preferably in Word or PDF format) with present and expected salaries, quoting job reference (JDBI/1810/AP_1) to Head of Human Resources, 50/F The Center, 99 Queen’s Road Central, Hong Kong or email to us or fax to 2285 3209. You are invited to visit our website at: http://www.hl-insurance.com.', 'All applications will be treated in strict confidence and used for recruitment purpose within Guoco Group Limited, or Hong Leong Group of which Guoco is a member (together, “the Group”) only. A copy of our personal data policy is available on request.', 'Applicants not hearing from us within 8 weeks may consider their applications unsuccessful. We may also consider their application for other or future vacancies within the Group. Personal data of unsuccessful applicants will be retained by the Group for a maximum period of one year.']","['Responsible for web application development and UI/UX design', 'Provide production support upon user requests and maintain system stability', 'Prepare documentation on programs and operational tasks', 'Requirements:', 'Bachelor Degree, Associate Degree or Higher Diploma in Computer Science or related discipline', '2 years or above relevant working experience in website development', 'Solid experience in frontend technologies e.g. JavaScript, HTML5, CSS, and backend technologies e.g. Java, Spring, SQL, Node.js', 'Experience in MVC framework and CMS administration', 'Knowledge in Web Analytics / BI reporting is preferred', 'Self-motivated, responsible, and able to solve problems independently']","['Job Responsibilities:', 'Responsible for web application development and UI/UX design', 'Provide production support upon user requests and maintain system stability', 'Prepare documentation on programs and operational tasks', 'Requirements:', 'Bachelor Degree, Associate Degree or Higher Diploma in Computer Science or related discipline', '2 years or above relevant working experience in website development', 'Solid experience in frontend technologies e.g. JavaScript, HTML5, CSS, and backend technologies e.g. Java, Spring, SQL, Node.js', 'Experience in MVC framework and CMS administration']"
