,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
235,"{date}"",""","Senior Engineer / Engineer, Deep Learning",United Microelectronics Centre (Hong Kong) Limited,Shatin Area,Information Technology,,"['Graduate with a\xa0Bachelor’s, Master’s or Doctorate degree in Computer Science/Engineering, Electrical/Electronic Engineering, Information Engineering or relevant disciplines, including non-local graduate from a local university of Hong Kong.', 'Experience\xa0in using deep learning framework: TensorFlow/ PyTorch/ Caffee/ Keras.', 'Experience in programming using\xa0C/C++/Java/Python.', 'Experience in\xa0using deep learning framework:\xa0 TensorFlow/ PyTorch/ Caffee/ Keras.', 'Experience in one or\xa0more of the following deep learning algorithms: face detection, face recognition, voice recognition, voiceprint, natural language processing or similar.', 'Preferably with experience in mobile app development.', 'Application:', 'Interested parties please send your application with detailed resume including availability, current and expected salary by email.', 'Only short-listed candidates will be contacted.', 'All data provided will be kept in strict confidence and will be used for employment related purpose.']","['Assist in the execution of R&amp;D project.', 'Research and evaluate different deep learning algorithms.', 'Implement deep learning algorithms in computer systems.', 'Implement deep learning algorithms in embedded systems.', 'Requirements:', 'Graduate with a\xa0Bachelor’s, Master’s or Doctorate degree in Computer Science/Engineering, Electrical/Electronic Engineering, Information Engineering or relevant disciplines, including non-local graduate from a local university of Hong Kong.', 'Experience\xa0in using deep learning framework: TensorFlow/ PyTorch/ Caffee/ Keras.', 'Experience in programming using\xa0C/C++/Java/Python.', 'Experience in\xa0using deep learning framework:\xa0 TensorFlow/ PyTorch/ Caffee/ Keras.', 'Experience in one or\xa0more of the following deep learning algorithms: face detection, face recognition, voice recognition, voiceprint, natural language processing or similar.']","['Responsibilities:', 'Assist in the execution of R&amp;D project.', 'Research and evaluate different deep learning algorithms.', 'Implement deep learning algorithms in computer systems.', 'Implement deep learning algorithms in embedded systems.', 'Requirements:', 'Graduate with a\xa0Bachelor’s, Master’s or Doctorate degree in Computer Science/Engineering, Electrical/Electronic Engineering, Information Engineering or relevant disciplines, including non-local graduate from a local university of Hong Kong.', 'Experience\xa0in using deep learning framework: TensorFlow/ PyTorch/ Caffee/ Keras.', 'Experience in programming using\xa0C/C++/Java/Python.']"
236,27-Oct-21,Data Analytics Senior Manager- Banking,Gravitas Recruitment Group,,Human Resources Management/Consultancy,8 years,,,"['One of most- established banking group in APAC. This is an exciting opportunity to join the newly revamped Group Data Team to drive enterprise level data analytics initiatives. Directly reporting to the Chief Data Officer, you will be driving Data centric projects that brings meaningful value to the business across multiple functions within the group. It takes leadership, deep understanding of Data Science life cycle, and extensive business acumen to take up the role.', 'The Scope:', '-Engage business and other stakeholders to uncover data- driven opportunities', ""-Leverage the Group's technical resources to develop Data tools and implement into the business"", ""-Understand and steer the Group's data strategy roadmaps."", '-Be the voice of Data Analytics, educate and upskill business stakeholders into data adoption.', '-Raise awareness on the concepts of data governance, data privacy, and data security', 'The Candidate:', '-7+ years of practical experience in data analytics, data science, machine learning, AI on enterprise level', '-Leadership quality that can oversee projects from both technical and business perspective', '-Excellent communication skills, be the Data Translator with ability to take technical info into laymen terms', '-Language requirement: Cantonese (must), English and Mandarin (good to have)', 'This role is based in', 'Hong Kong', 'and is open to applicants based in Hong Kong solely.']"
237,01-Nov-21,"Senior BI Developer (Power BI, Snowflake)",Michael Page,,Human Resources Management/Consultancy,2 years,"['Degree holder in computer science;', '2-3 years of solid experience using Power BI Desktop OR Power BI service OR Snowflake;', 'Solid experience in database solution development by MS SQL , stored procedures;', 'Development experience in Data-warehouse or Business Intelligence tools;', 'Experience in Database Clustering and Performance Tuning is a plus;', 'Linux Suse is a plus but not a must;', 'Good command in Cantonese, English and Putonghua;', 'Short notice is preferred.', 'Job Offer', ""13M's Pay;"", '15 Annual Leave,', 'Group Medical;', 'Housing Bonus;', 'HKD 28-35K Base.', ""To apply online please click the 'Apply' button below."", 'For a confidential discussion about this role please contact Joe Tsoi on +852 2848 9539.']","['Design data pipeline and dashboard to support different reporting purpose from existing multiple data sources;', 'Develop and maintain the data infrastructure for the BI reporting, analysis and data modelling;', 'Design a good knowledge management BI tool to contribute the planning &amp; execution of data-insights growth within the group;', 'Provide data statistical support for scheme review on key statistical issues and market research;', 'Profile', 'Job Requirements:', 'Degree holder in computer science;', '2-3 years of solid experience using Power BI Desktop OR Power BI service OR Snowflake;', 'Solid experience in database solution development by MS SQL , stored procedures;', 'Development experience in Data-warehouse or Business Intelligence tools;', 'Experience in Database Clustering and Performance Tuning is a plus;', 'Linux Suse is a plus but not a must;', 'Good command in Cantonese, English and Putonghua;', 'Short notice is preferred.', 'Job Offer', ""13M's Pay;""]","['The incumbent is responsible for the development and support of the Power BI Service, Data Warehouse for APAC;', 'Client Details', 'Our client is one of the largest world top transportation providers; Headquarter based in US with business across APAC.', 'To cope with their business growth, they are currently hiring a Senior BI, ETL Engineer to work on data warehousing, ETL and visualization. you will be exposure to Power BI &amp; MS Azure Cloud.', 'Description', 'Job Responsibilities:', 'Design data pipeline and dashboard to support different reporting purpose from existing multiple data sources;', 'Develop and maintain the data infrastructure for the BI reporting, analysis and data modelling;', 'Design a good knowledge management BI tool to contribute the planning &amp; execution of data-insights growth within the group;', 'Provide data statistical support for scheme review on key statistical issues and market research;', 'Profile', 'Job Requirements:', 'Degree holder in computer science;', '2-3 years of solid experience using Power BI Desktop OR Power BI service OR Snowflake;']"
238,25-Oct-21,Data Scientist,Ztore HK Limited,Lai Chi Kok,Others,1 year,"['Mathematics, Statistics, Economics, Computer Science, Engineering or related degree (M.S. or Ph.D. is preferred)', '2+ years working experience as a data scientist or analyst in the e-commerce, FMCG, retail, or finance industry', 'Demonstrable experience in applying the latest machine learning techniques to deliver quantifiable business outcomes', 'Able to concisely articulate data science work and insights to stakeholders', 'Working knowledge in a variety of supervised and unsupervised algorithms, and their corresponding real-world limitations.', 'Knowledge of advanced statistical techniques and concepts', 'Having manipulated big data with Python', 'and SQL', 'Relevant rights to work in Hong Kong', 'Nice-To-Have:']","['Identify supply-side and demand-side actors and build predictive and prescriptive models to turn data into actionable business insights', 'Unlock operational efficiency through big data optimization and robust statistical analyses', 'Drive smarter A/B testing and carry out hypothesis testing through statistical inference', 'Explore and master new technologies to advance', 'customer experience solution, such as recommenders, and risk mitigation solution, such as fraud detection', 'Collaborate with other teams to promote a data-driven approach within the organization, and identify data opportunities with business stakeholders', 'Requirements:', 'Mathematics, Statistics, Economics, Computer Science, Engineering or related degree (M.S. or Ph.D. is preferred)']","['WHY we are looking for this position?', 'We are looking for a passionate Data Scientist who has something to prove to the world that data can not only empower a company in all facets but also lead the company to the fastest path to success. Successful candidate will be involved in developing, building, and scaling big data real-time solution that empowers the company’s strategy and drives efficiency gain.', 'This is a rare opportunity for you to join a dynamic and fast-growing data team to make a clear difference to deliver a better living.', 'Responsibilities:', 'Identify supply-side and demand-side actors and build predictive and prescriptive models to turn data into actionable business insights', 'Unlock operational efficiency through big data optimization and robust statistical analyses', 'Drive smarter A/B testing and carry out hypothesis testing through statistical inference', 'Explore and master new technologies to advance', 'customer experience solution, such as recommenders, and risk mitigation solution, such as fraud detection', 'Collaborate with other teams to promote a data-driven approach within the organization, and identify data opportunities with business stakeholders']"
239,25-Oct-21,Data Engineer,Ztore HK Limited,Lai Chi Kok,Others,1 year,,"['Build and optimise batch and streaming data pipelines to provide reliable and organised data products for downstream consumptions (e.g. analytics and machine learning applications)', 'Improve the deployment of analytical applications utilizing cloud-native architectures and CI/CD tools', 'Required Skills &amp; Qualifications:', 'Bachelor’s degree in science or engineering', '1-2 years of experience in data related development', 'Excellent command of SQL', 'Proficiency in Python and at least one static-type programming language (e.g. Java, Scala, C++), especially on concurrency and OOP', 'Fluent Cantonese and good written English', 'Experience in stream processing and functional programming is a plus']","['We are looking for a passionate developer to join our data team as a data engineer.', 'You will support Ztore’s data journey by developing durable data pipelines, utilizing cutting-edge batch and streaming data processing frameworks. You will work with our data scientists and BI analysts to expand our existing data infrastructure, to make possible more sophisticated and responsive machine learning and analytics applications.', 'Responsibilities:', 'Build and optimise batch and streaming data pipelines to provide reliable and organised data products for downstream consumptions (e.g. analytics and machine learning applications)', 'Improve the deployment of analytical applications utilizing cloud-native architectures and CI/CD tools', 'Required Skills &amp; Qualifications:', 'Bachelor’s degree in science or engineering', '1-2 years of experience in data related development', 'Excellent command of SQL']"
240,26-Oct-21,Global Data Manager,Prym Fashion Asia Pacific & Co,Shatin Area,Clothing/Garment/Textile,3 years,,,"['Primary Tasks', 'You will lead the development of our global data management by defining data structures and concepts in consideration with business-related needs of Prym Fashion entities in Europe, Asia, and America.', 'You will lead and implement data quality assurance processes and reporting standards to ensure data consistency on a global level.', 'You\xa0will lead the data collection, database cleaning, and data processing on an entity level, by leading local data teams.', 'You\xa0will lead data related analysis and reporting on a regular basis (e.g., by using our BI Tool Qlik Sense) with a strong focus on improving our excellence in marketing, sales and operations.', 'You\xa0will take a key role in the implementation of strategical data-related initiatives such as BI Projects and roll-out of Product Information Management (PIM) System into the entire Fashion Division.', 'Required Skills']"
241,28-Oct-21,Artificial Intelligence (AI) Senior Research Engineer / Research Engineer,Life Code Limited,Kowloon Bay,Health &amp; Beauty Care,,,,"['www.life-code.ai', 'Job Highlights:', 'Artificial Intelligence (AI) Senior Research Engineer / Research Engineer', 'Machine learning ML, Research, Small Molecules Development', 'Artificial Intelligence, AI, Deep learning', '5 Days work and other benefits', 'RESPONSIBILITIES', 'To create architectural solutions to solve a difficult engineering problem in machine learning;', 'Carry out research to advance the science and technology of AI, such as machine learning;', 'To coordinate and liaise with different parties of the project on the planning, development, and implementation of various project activities;', 'QUALIFICATIONS', 'MsC/MPhil/PhD degree in Computer Science, Applied Mathematics, Mathematics, Statistics, Computational Chemistry or Computational Biology;', 'Experience in one of the following fields: Deep Learning or machine learning']"
242,03-Nov-21,Onsite with HSBC-Data Analyst,Manpower Services (Hong Kong) Limited,Central,Human Resources Management/Consultancy,5 years,,,"['Onsite with HSBC\xa0 -Data Analyst', 'As one of the world’s largest banking and financial services organisations, HSBC has been connecting customers to opportunities since 1865. With operations in 64 countries and territories, HSBC’s unparalleled international network links developed and emerging markets, and spans the world’s largest and fastest-growing trade corridors. The bank serves more than 40 million customers through its commercial, retail, investment and private banking businesses, which are supported by operational and functional teams around the world.', 'We’re currently seeking an experienced professional to join the HSBC as', 'Data', 'Analyst,Information Management Unit', 'Data Analytics jobs may be located in a variety of areas of HSBC, they may be located in projects, dedicated data analytics teams or business unit BAU teams. Where these may be in teams or departments carrying out specialist work such as product sales or risk, the holder is expected to have expertise in the field. Data Analytics jobs may report to business managers or senior data professionals, or be accountable to a team or entire department. The principal accountability would be to generate customer lists and analytics to support campaign management, business activities, projects, product planning, sales activities, performance measurement, regulatory requests and decision making. The job will involve most or all of the following activities:', 'Consult with stakeholders to determine data requirements.', 'Generate data from relevant HSBC systems as well as external sources.', 'Participation on the design and delivery of campaign management', 'Conduct analysis to detect trends and anomalies', 'Suggest remedial actions or escalate detections which give cause for concern', 'Share information with stakeholders in suitable forms, these may be charts, tables or templates', 'Participate in forums, meetings or events to interpret data and support decision making', 'Principal requirements:', 'A degree holder with strong functional experience in the retail banking space']"
243,"{date}"",""",AI/Machine Learning Programmer,Continuous Technologies International Ltd,Quarry Bay,Information Technology,1 year,"['Diploma or bachelor’s degree in Computer Science / Information Technology / Computer Engineering / Information Engineering or related disciplines', '1-2 years working experience; Fresh graduate is also welcome', 'Knowledge in Python, Java, JavaScript', 'Knowledge in Google AI or Microsoft AI is a plus', 'Good communication and analytical and problem-solving skills', 'Good command in English and Fluent in Cantonese', 'What you enjoy:', 'Discretionary bonus', 'Dental scheme', 'Five-day work week', 'Medical &amp; Personal Accident Scheme', 'Professional examination leave']",,"['Job Description:', 'Knowledge in AI and machine learning', 'Familiar with real time data analytics', 'Work with development team members for application and system development', 'Requirements:', 'Diploma or bachelor’s degree in Computer Science / Information Technology / Computer Engineering / Information Engineering or related disciplines', '1-2 years working experience; Fresh graduate is also welcome', 'Knowledge in Python, Java, JavaScript', 'Knowledge in Google AI or Microsoft AI is a plus', 'Good communication and analytical and problem-solving skills']"
244,"{date}"",""",Big Data Project Manager,China Unicom (Hong Kong) Operations Limited,Tseung Kwan O,Telecommunication,,,"['1. Participate in big data project work, be responsible for daily big data project, business analysis demand analysis, assess the feasibility of data demand plan, connect with the big data development team to confirm the data caliber and related details, ensure the progress of demand implementation and continue to track;', '2. Participate in the daily operation and maintenance work of the data production room, responsible for the operation and maintenance of the business analysis report, the operation and maintenance of the big data operation management and control platform, the daily data extraction requirements, and the temporary work arranged by the superior.', 'Qualifications required:', '1. Bachelor degree or above in statistics, computer, management related majors preferred, more than 1 year of working experience in big data related projects;', '2. Good communication and collaboration skills, project management skills, good at cross-team cooperation, able to independently promote project progress and ensure project quality;', '3. Participated in big data-related needs analysis, familiar with data tags, data warehouse theory is preferred, familiar with SQL, Hive and other database tools is preferred.']","['Job Responsibilities:', '1. Participate in big data project work, be responsible for daily big data project, business analysis demand analysis, assess the feasibility of data demand plan, connect with the big data development team to confirm the data caliber and related details, ensure the progress of demand implementation and continue to track;', '2. Participate in the daily operation and maintenance work of the data production room, responsible for the operation and maintenance of the business analysis report, the operation and maintenance of the big data operation management and control platform, the daily data extraction requirements, and the temporary work arranged by the superior.', 'Qualifications required:', '1. Bachelor degree or above in statistics, computer, management related majors preferred, more than 1 year of working experience in big data related projects;', '2. Good communication and collaboration skills, project management skills, good at cross-team cooperation, able to independently promote project progress and ensure project quality;', '3. Participated in big data-related needs analysis, familiar with data tags, data warehouse theory is preferred, familiar with SQL, Hive and other database tools is preferred.']"
245,01-Nov-21,Architect (Investment Systems),Robert Walters (HK),,Human Resources Management/Consultancy,,"['Strong business acumen and understanding of a broad range of information solutions and products to design information systems and support business strategy', 'Strong communication skills to present complex ideas to both technical (e.g. IT vendor) and non-technical (e.g. user) audiences at various levels and understandings', ""Bachelor / master's degree in Information Systems, Computer Science, Engineering, Mathematics or a related field, or equivalent work experience required"", '7 years working experience in Investment IT, in which 3 years as a systems architect role', 'Certifications/licenses - PRINCE2, ITIL, CISA, or equivalent', 'Able to work under pressure, positive working attitude, willing to learn and work independently', 'External 60% time communicating with internal stakeholders', '40% time communicating with external parties', 'Effective communication in written and spoken English is a must. Spoken Cantonese and Putonghua is a plus.', '*', 'Knowledge in the below applications / platforms:', 'Bloomberg AIM, PORT, MARS, RMS, DataLicense', 'Blackrock Aladdin', 'Hundsun', 'Eagle PACE, EPM, STAR, ACCESS', 'SmartStream TLM, FEM', 'Omgeo CTM, ALERT']","['1. Apply technical expertise to create end-to-end solutions and own the portfolio technology architecture and landscape, with consideration to the total cost of ownership, data management, security, integration, infrastructure and performance', '2. Stay abreast of emerging technologies and adopt a forward-looking approach to develop future technology roadmap and implementation planning (short to mid-term for 3-5 years)', '3. Partner with the business to gain deep understanding of its strategy, processes and requirements. Translate the business requirements into functional requirements, recommend and select the most optimal solution, and communicate the architecture to the business', '4. Work with Enterprise Architect to define key principles, governance, compliance and policy to designing technology architecture for the organization', '5. Work closely with portfolio delivery in solution design and BAU projects; pair up with portfolio leads to conduct strategic planning per portfolio; set up joint committee with other enterprise architects for knowledge and practice sharing for consensus and community support', '6. Facilitate system implementation particularly during solution design and BAU projects related to the review of future solution roadmap', '7. Manage and maintain relationships with third party vendors', '8. Perform other responsibilities and duties assigned by supervisor as required.', 'Minimum Job Requirements:', 'Strong business acumen and understanding of a broad range of information solutions and products to design information systems and support business strategy', 'Strong communication skills to present complex ideas to both technical (e.g. IT vendor) and non-technical (e.g. user) audiences at various levels and understandings', ""Bachelor / master's degree in Information Systems, Computer Science, Engineering, Mathematics or a related field, or equivalent work experience required"", '7 years working experience in Investment IT, in which 3 years as a systems architect role', 'Certifications/licenses - PRINCE2, ITIL, CISA, or equivalent', 'Able to work under pressure, positive working attitude, willing to learn and work independently', 'External 60% time communicating with internal stakeholders']","['* Own the overall investment technology architecture and landscape', '* Bring in future-looking technologies and applications to realize strategic directions set by Portfolio lead', '* Develop future technology roadmap and implementation planning', 'Roles and Responsibilities:', '1. Apply technical expertise to create end-to-end solutions and own the portfolio technology architecture and landscape, with consideration to the total cost of ownership, data management, security, integration, infrastructure and performance', '2. Stay abreast of emerging technologies and adopt a forward-looking approach to develop future technology roadmap and implementation planning (short to mid-term for 3-5 years)', '3. Partner with the business to gain deep understanding of its strategy, processes and requirements. Translate the business requirements into functional requirements, recommend and select the most optimal solution, and communicate the architecture to the business', '4. Work with Enterprise Architect to define key principles, governance, compliance and policy to designing technology architecture for the organization', '5. Work closely with portfolio delivery in solution design and BAU projects; pair up with portfolio leads to conduct strategic planning per portfolio; set up joint committee with other enterprise architects for knowledge and practice sharing for consensus and community support', '6. Facilitate system implementation particularly during solution design and BAU projects related to the review of future solution roadmap', '7. Manage and maintain relationships with third party vendors', '8. Perform other responsibilities and duties assigned by supervisor as required.', 'Minimum Job Requirements:', 'Strong business acumen and understanding of a broad range of information solutions and products to design information systems and support business strategy', 'Strong communication skills to present complex ideas to both technical (e.g. IT vendor) and non-technical (e.g. user) audiences at various levels and understandings']"
246,03-Nov-21,"Business Analyst (Global Bank, 12-month Renewable Contract)",ADECCO,Ngau Tau Kok,Human Resources Management/Consultancy,1 year,"['• Bachelor’s degree in related disciplines or relevant qualifications', '•\xa01-2 years relevant working experiences is preferred, but not necessary', '• Familiar with general banking and financial institution will be an advantage', '• Passionate about data, be sensitive to numbers, have strong data analysis skills', '• Ensure every process delivered in a timely manner', '• Proactive and initiative, team player', ""If you're interested in this role, please please"", 'CLICK HERE', 'or', ""click 'Apply Now' to apply the position via Adecco website with your CV"", '.', 'Please note that only shortlisted candidates will be notified. All information gathered will be treated in strict confidence and solely used for recruitment purposes.']","['• Ensure business performance and conduct data analysis for portfolio review', '• Organize business reports, materials and liaise with different stakeholders', '• Simplifies current tasks and the reporting business process', '• Conduct any business ad-hoc task needed', 'Requirements:', '• Bachelor’s degree in related disciplines or relevant qualifications', '•\xa01-2 years relevant working experiences is preferred, but not necessary', '• Familiar with general banking and financial institution will be an advantage', '• Passionate about data, be sensitive to numbers, have strong data analysis skills', '• Ensure every process delivered in a timely manner', '• Proactive and initiative, team player']","['Our client is a global bank, they are looking for a Business Analyst to join their team', 'Responsibilities:', '• Ensure business performance and conduct data analysis for portfolio review', '• Organize business reports, materials and liaise with different stakeholders', '• Simplifies current tasks and the reporting business process', '• Conduct any business ad-hoc task needed', 'Requirements:', '• Bachelor’s degree in related disciplines or relevant qualifications', '•\xa01-2 years relevant working experiences is preferred, but not necessary', '• Familiar with general banking and financial institution will be an advantage']"
247,03-Nov-21,Business Analyst_HK/Guangzhou,Bamboo Technologies Limited,Others - China,Information Technology,,,,"['任职条件', 'EDUCATION AND EXPERIENCE', '•\tRequired:', 'o\tBS or MS in Computer Science, related technical field or equivalent experience', 'o\t3-5 years Business Requirements writing experience required', 'o\tExperience working with distributed teams', 'o\tExperience with Requirements Management tools and applications', '•\tPreferred:', 'o\t3+ years experience with Application Development methodologies', 'o\tEnterprise software application experience', 'o\tExperience with iterative development and agile methodologies', '岗位职责', '•\tExecute according to established process, business rules and policies', '•\tFollow standard templates and best practices for the development of requirements', '•\tElicit requirements using interviews, document analysis, workshops, discussions, use cases, and other methods', '•\tConsolidate and evaluate information and high level requirements to reconcile conflicts and to distill into lower level detailed requirements', '•\tFacilitate sessions with Product Managers, internal and external stakeholders to analyze business and user needs and to scope and define new features and enhancements to the system', '•\tPrepare specifications for changes and new features (use cases, user stories, functional requirement specifications, UI designs, mockups, workflows, etc.)', '•\tManage requirement documentation, updates, and change control', '•\tWorking with Product Manager, define and document risk factors and mitigation strategies for new and changed requirements', '•\tServe as a conduit between internal and external customers and the software engineering team for the flow of requirements', '•\tCollaborate with development team and SMEs to analyze tradeoffs between user needs, performance, and overall investment', '•\tProvide support for development and test teams during testing cycles', '•\tProvide support for client User Acceptance Testing, including bug analysis and requirements deviation', '任职条件', 'o\tBS or MS in Computer Science, related technical field or equivalent experience', 'o\t3-5 years Business Requirements writing experience required', 'o\tExperience working with distributed teams', 'o\tExperience with Requirements Management tools and applications', '•\tPreferred:', 'o\t3+ years experience with Application Development methodologies', 'o\tEnterprise software application experience', 'o\tExperience with iterative development and agile methodologies', 'Strong leadership skills', '•\tSuperior written and verbal communication skills', '•\tStrong analytical, problem solving and conflict management skills', '•\tAdaptable and able to work under pressure', '•\tAbility to influence and negotiate', '•\tStrong organizational skills', '•\tFirm sense of accountability and ownership for end-to-end project lifecycle', '•\tAbility to develop and monitor multiple projects and timelines to identify and meet critical milestones', '•\tProven experience releasing software products to market successfully', '•\tAbility to understand technical subjects and emerging technologies and relevance to the marketplace']"
248,"{date}"",""","Digital Business Analyst / Senior Digital Business Analyst, Hong Kong",Viu,Kowloon Bay,Telecommunication,3 years,"['Degree holder in Information Technology, Computer Science, Marketing or related discipline', 'At least 3 years of relevant experience in digital business analysis or digital project management', 'Candidates with 5+ years of relevant experience will be considered as Senior Digital Business Analyst', 'Experience working with a consumer app is a must', 'Ability to communicate key goals and consistently create momentum for a project across teams with sometimes competing priorities in a dynamic environment', 'Strong analytical skills and proven ability of data-driven decision-making, ability to define and manage qualitative and quantitative research and measurement plans', 'Understand the UX principles and preferably having the experience in UX Research', 'Proficiency in Figma, Miro, JIRA or other project management tools', 'Digital-savvy and knowledgeable on the latest digital trends preferred', 'Aggressive, self-motivated with excellent communication and presentation skills', 'Excellent communication skill and presentation skills in English, Mandarin and Cantonese']","['Gather system requirements from users and business owners and translate them into detailed requirements documentation and functional specification', 'Conduct monthly product / service analysis, to identify areas for improvement to sharpen product ecosystem and customer experience', 'Work closely with the Product Design and Data team to create and optimize every touchpoint from awareness to winback and unconditional scenarios for high value personas and segments with leveraging analytics insight and data models', 'Perform day-to-day project activities on Mobile Applications Development, and manage and coordinate with both internal and external stakeholders to ensure accurate project execution', 'Collaborate with business teams to provide the product / digital solutions and strengthen the framework for penetration, retention and monetisation strategy', 'Translate the requirements into PRD / URS documentation including epic, user story, flow diagrams, success metrics, scope of work with data collection, risk management and monitoring mechanism', 'Requirements:', 'Degree holder in Information Technology, Computer Science, Marketing or related discipline', 'At least 3 years of relevant experience in digital business analysis or digital project management', 'Candidates with 5+ years of relevant experience will be considered as Senior Digital Business Analyst', 'Experience working with a consumer app is a must', 'Ability to communicate key goals and consistently create momentum for a project across teams with sometimes competing priorities in a dynamic environment', 'Strong analytical skills and proven ability of data-driven decision-making, ability to define and manage qualitative and quantitative research and measurement plans', 'Understand the UX principles and preferably having the experience in UX Research', 'Proficiency in Figma, Miro, JIRA or other project management tools', 'Digital-savvy and knowledgeable on the latest digital trends preferred', 'Aggressive, self-motivated with excellent communication and presentation skills', 'Excellent communication skill and presentation skills in English, Mandarin and Cantonese']","['Your New Role', 'You will have the opportunities to manage various projects and work closely with the team to facilitate new initiatives.', 'Key Responsibilities:', 'Gather system requirements from users and business owners and translate them into detailed requirements documentation and functional specification', 'Conduct monthly product / service analysis, to identify areas for improvement to sharpen product ecosystem and customer experience', 'Work closely with the Product Design and Data team to create and optimize every touchpoint from awareness to winback and unconditional scenarios for high value personas and segments with leveraging analytics insight and data models', 'Perform day-to-day project activities on Mobile Applications Development, and manage and coordinate with both internal and external stakeholders to ensure accurate project execution', 'Collaborate with business teams to provide the product / digital solutions and strengthen the framework for penetration, retention and monetisation strategy', 'Translate the requirements into PRD / URS documentation including epic, user story, flow diagrams, success metrics, scope of work with data collection, risk management and monitoring mechanism', 'Requirements:', 'Degree holder in Information Technology, Computer Science, Marketing or related discipline', 'At least 3 years of relevant experience in digital business analysis or digital project management', 'Candidates with 5+ years of relevant experience will be considered as Senior Digital Business Analyst', 'Experience working with a consumer app is a must', 'Ability to communicate key goals and consistently create momentum for a project across teams with sometimes competing priorities in a dynamic environment']"
249,25-Oct-21,"Manager, Data Warehousing & Reporting, Data & Analytics, Management Consulting",KPMG,Aberdeen,Accounting/Audit/Tax Services,6 years,,,"[""In KPMG's Management Consulting practice, we do not limit ourselves to either strategy or implementation. Instead, we deliver both. Our team in Hong Kong is the fastest growing division within KPMG China and represents a young and enthusiastic group that always pushes itself to succeed."", 'The Data &amp; Analytics team focuses on assisting clients to execute their business strategy by optimising the use of data and information. We enable business to realise their objectives through insights from the data and provide the right information to the right people at the right time. The role of a Manager within KPMG has two specific areas of focus:', '1. Client Service', 'Delivery of high quality advisory and/or technical services to our clients', 'Planning, managing and executing the delivery of engagements or projects, including responsibility for the review and quality assurance of deliverables', 'Building lasting relationships with their key client stakeholders', ""Identifying and managing risks, whilst maximising profitability and ensuring the Firm's frameworks are implemented appropriately and effectively"", '2. Practice Development', 'Utilising previous and growing experience to build and develop knowledge within the team', 'Developing and building on both consulting and delivery capability', 'Supporting on key training and able to share their knowledge within team', 'Helping our junior team members to develop through mentoring and monitoring in the role of a Performance Manager and by disseminating their own experience throughout the team', 'As part of this team, you will be providing specialised consulting services in Data Analytics including Data Warehousing and Reporting, solution design, solution development, and system implementation, to clients across different industries.', 'The individual will have:', ""Bachelor's degree, preferably in Information Technology related disciplines such as Computer Science, Computer Engineering, Information System, Statistics, Mathematics, etc"", '6+ years experience in delivering BI, Visualization, Data warehousing and reporting analytics solutions']"
250,"{date}"",""",Research Assistant in the State Key Laboratory of Marine Pollution,City University of Hong Kong,,Education,,,,"['Research Assistant in the State Key Laboratory of Marine Pollution (Appointment for 6 months with possibility of extension)', '[Ref. A/R/1120/03]', 'Project', 'State Key Laboratory of Marine Pollution (City University of Hong Kong) (SKLMP) - ITC Fund', 'Duties', 'Conduct experiments and modelling to investigate the impact of climate change on the fate and effects of Emerging Contaminants of Concern (ECCs);', 'Apply nanotechnology and biotechnology for the removal of ECCs; and', 'Review literature, conduct data analysis, and prepare publications.', 'Requirements', 'A Master’s/Bachelor’s degree in Environmental Science/Environmental Engineering/Chemistry/Biology/Microbiology or related disciplines with no more than a total of 6 years of service at the University. \xa0Excellent command of written and spoken English and ability to work independently and in a team are required.\xa0\xa0 Preference will be given to those with statistical background and experience in lab experiments, computer programming and data management (e.g. Phython, R, matlab).', 'Salary and Conditions of Service']"
