,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
606,29-Oct-21,Business Analyst,Mattex Asia Development Limited,Lai Chi Kok,Others,3 years,,,"['Responsibilities', 'Converts business requirements into technical solutions, communicates them to engineering teams, breaks down user stories into measurable tasks;', 'Liaise among users and the technical developers to ensure business requirements are well defined and properly implemented;', 'Assist project implementation with proactively manage all the potential risks on projects and recommend mitigating measures if required;', 'Formulate test plans, conduct UAT;', 'Prepare training materials and conduct user training;', 'Handle end user enquiries, provide solution on a timely manner;', 'Identify new product features through handling of user enquiries;', 'Assist with ad-hoc tasks as assigned.']"
607,01-Nov-21,"Associate, Business Operations (Contract)",ORIX Asia Limited,Central,Financial Services,,,,"['Job', 'To provide clerical and administration support for the business operations team', 'To clean up the back log as well as supporting the UAT for upcoming system enhancement', 'Requirements', 'Degree or above in Banking, Finance, Information Technology or related discipline', 'At least 2 years relevant experience in banking/finance or related discipline, preferably with exposure in loan operations and customer services', 'Experience in system enhancement on related projects would be an advantage', 'Good interpersonal and communication skills', 'Good command of English and Chinese and Putonghua. Knowledge in Japanese language is an advantage', 'Proficiency in MS Office application (especially on Access and Tableau)', 'Fresh graduate will be considered', 'We offer attractive remuneration and benefits, comprehensive career development opportunities and 5-day week to the qualified candidate.', 'Interested parties please send detailed resume including current salary and expected salary to:', 'HR Dept, 25/F, Two Exchange Square, 8 Connaught Place, Central, HK']"
608,02-Nov-21,Business / System Analyst,Cargo Services Far East Ltd,Kwai Tsing Area,Freight Forwarding/Delivery/Shipping,5 years,"['Degree Holder in Computer Science, Computer Studies, Information Technology or related discipline', 'At least 5 years relevant IT experience', '(candidates with less experience will be considered for junior position)', 'Hands on experience in software development using Visual Studio, SQL Server Management Studio', 'Proficient in C#, VB.NET, ASP.NET, MVC, LINQ, SQL, XML, JQuery, JS and CSS/HTML5 programming', 'Knowledge in warehouse management system is a plus.', 'Good leadership and analytical skills', 'Able to work independently and deal with tight project schedule', 'Good spoken and written English and Mandarin', 'Benefits:']","['Perform software development to the full SDLC', 'Work with users to collect and confirm project requirements', 'Review and analyze business requirements and technical requirements', 'Responsible for system design and prepare related software engineering documents', 'Monitor the performance of outsourced vendors', 'Perform and coordinate on change, incident and problem management', 'Provide support to application systems including trouble-shooting, bug fixing and ad-hoc queries', 'Remote support after office hour may be required', 'Requirements:']","['Responsibilities:', 'Perform software development to the full SDLC', 'Work with users to collect and confirm project requirements', 'Review and analyze business requirements and technical requirements', 'Responsible for system design and prepare related software engineering documents', 'Monitor the performance of outsourced vendors', 'Perform and coordinate on change, incident and problem management', 'Provide support to application systems including trouble-shooting, bug fixing and ad-hoc queries', 'Remote support after office hour may be required']"
609,31-Oct-21,"Senior Engineer / Engineer, Cyber Security",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Information Technology,,,,"['Reference #:\xa0CTO/CCT/CSA/2789/210928', 'Job Responsibilities', 'Conduct innovative R&amp;D work on cybersecurity areas', 'Perform security assessment, threat analysis, vulnerability research and penetration test for web apps and network', 'Explore emerging security technologies related to fields such as machine learning, AI, blockchain, cloud, and IoT', 'Requirements', 'Master degree in Computer Science, Electronic Engineering, Information Engineering Information Security or relevant disciplines with a minimum of 3 years of related experience. Candidates with fewer experience may also be considered', 'Understanding on security architecture, security assessment, network, cloud and system security tool is a plus', 'Preferably with some hands-on experience in Linux, Windows, virtualization software']"
610,02-Nov-21,Sustainability Consultant,Schneider Electric Asia Pacific Limited,Quarry Bay,Engineering - Electrical/Electronic/Mechanical,4 years,,,"['Responsibilities', 'Lead and contribute to the development of client sustainability/energy/resource management strategies including facilitating executive/elected official level presentations and the analysis and benchmarking of performance to support organizational goal setting and implementation planning', 'Develop energy and greenhouse gas (GHG) / carbon emissions inventories, water footprints, waste footprints and other environmental inventories including data analysis, emission factor development, calculation methodology, web-system deployment and support clients’ third party environmental reporting activities', 'Perform on-site and virtual audits of facilities and portfolios to discover actionable opportunities for resource reduction that drive lower impact, deliver cost savings, and increase the efficiency and sustainability in the built environment', 'Evolve and recommend initiatives for achieving corporate goals for energy reduction, green energy adoptions, or GHG reduction, including progress toward Net Zero goals or Science Based Targets (SBTs).', 'Prepare or revise client communications for sustainability performance aligned to key international reporting platforms, such as CDP, DJSI, GRI, GRESB, and various APAC/local disclosure programs', 'Research, filter, warehouse and communicate emerging information and trends relating to global sustainability initiatives such as environmental and carbon legislation, renewable and efficiency incentives, and reporting programs', 'Support and lead various sustainability service initiatives ranging from supply chain and product sustainability efforts to feasibility studies for various technologies', 'Organize, inform and partner with multi-disciplinary teams within Schneider Electric to help coordinate service and solutions delivery', 'Build and support relationships with regulatory entities, vendors and product/service companies']"
611,"{date}"",""","Application Support, Front Office (1- year renewable contract)",BOCI,Sheung Wan,Financial Services,2 years,,,"['The role', 'Application Support, Front Office (renewable contract)', 'Key accountabilities', 'Support Front Office Trading Systems', 'Provide hands-on technical support for users, troubleshoot and diagnose functional and technical issues', 'Run production outages, track and follow up on root cause analysis and remediation', 'Ensure adequate performance and operation of the systems - monitor the performance ⁄ operation, diagnose and address any problems.', 'Responsible for change release preparation and Exchange Market Rehearsal', 'Skills &amp; experience', 'Bachelor degree or diploma holder in Computer Science or related discipline(s)']"
612,28-Oct-21,Analyst Programmer,High Fashion Group,Kwai Fong,Clothing/Garment/Textile,,,,"['Responsibility:', 'Responsible for data crawling with python (with Beautifulsoup) or other tools', 'Perform data preprocessing', 'Assist designer to make a well formatted fashion keyword list occasionally', 'Requirement:', 'Proficiency\xa0in Python', 'Knowledge in NoSQL (e.g. MongoDB) and HTML is a plus', 'Experience in deploying server on AWS is a plus', 'Diploma/Degree holder in Information Technology, Computer Science or other related disciplines', 'Knowledge or interested in Garment / Fashion is a BIG advantage']"
613,01-Nov-21,"Senior Lead Engineer / Lead Engineer, 3D Vision Algorithm",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Information Technology,,,,"['Reference #:', 'CTO/CCT/MMIA/2762/210811', 'Job Responsibilities', 'Assist in ITF R&amp;D project as assigned.', 'Develop 3D data processing algorithm for 3D metrology applications in various verticals.', 'Participate in the entire Software Development Lifecycle, including design, coding, integration, testing and documentation.', 'Work independently and also as part of a team with engineers, vendors and/or customers to resolve technical issues and provide solutions to achieve product goals and meet deadlines', 'Requirements', 'PhD holder or Master’s degree in Computer Science, Mathematics, Electronic Engineering, Information Engineering or relevant disciplines with a minimum of 3 years of related experiences. Candidate with less experiences may also be considered.', 'Research and development experiences in 3D reconstruction, 3D graphics, computer vision and relevant areas']"
614,22-Oct-21,Senior Engineer - Data Network & Packet Core Development,Hutchison Telecommunications (Hong Kong) Limited,Tsing Yi,Telecommunication,3 years,,,"['Responsibilities', 'Mobile core technology development', 'Mobile policy and charging technology (PCRF, PCEF, Diameter)', 'Network enabling technology (AAA, DRA, Traffic Load Balancing)', 'Vendor management', 'Project management', 'Business user requirement collection', 'Work with vendor to finalize the solution details']"
615,02-Nov-21,Business Development Assistant (18K or above),Company Confidential,Wan Chai,Financial Services,,,,"['Experience gained within a sales/structuring role in an investment environment.', 'Ability to originate and execute complex financing structure across different asset classes.', 'Ability to use a well-established selling style that fits own personality and can effectively adjust it to individual clients as needed.', 'Ability to communicate concepts and ideas, both verbally and via documentation, and be able to defend their validity and target messages to different audiences.', 'Ability to navigate the onshore landscape of rules and regulations.', 'Company Description', 'We are now the largest firm in the industry and looking for candidates who are willing to work in the finance professional field.\xa0 Due to the rapid growth of Hong Kong and China financial business, the company provides opportunities to the fresh graduate for which want to learn and accompany us in the future advancement.', 'REQUIREMENTS:', 'Final\xa0year\xa0students/ Fresh graduates', 'Excellent interpersonal, communications and presentation skills', 'Interested candidates, please contact us at 36015596 for company details before applying.']"
616,01-Nov-21,Marketing Analyst (Digital & Social Media),ADECCO,North Point,Human Resources Management/Consultancy,,"['Bachelor in Statistics / Computer Science or related disciplines', '3-5 years digital and social media analysis experience from agency', 'Experienced in quantitative analysis and e-commerce is an advantage', 'Proficient in SEM, Google Analytics, Display and Social', 'Proficient in MS Excel (Pivot Table, Power Pivot) and BI tool', 'Strong numeric sense and business acumen, with strong analytical and problem solving skills', 'Presentable with strong communication and interpersonal skills with internal and external parties', 'Interested parties, please', 'CLICK HERE', 'to apply the position via Adecco website with your CV, or if you would like to have a further discussion about this role, please contact Cathy Yeung at 852-28996182.']","['Perform business data analysis and compile reports to support operations needs', 'Collaborate with key stakeholders and business units to understand their business objectives and requirements, perform data analysis to obtain the insight and provide advise / recommendations', 'Manage various digital advertising channels and campaigns', 'Develop KPI and measurements to evaluate the performance of ad. campaigns, provide recommendation and advise for improvement of performance of campaign in terms of traffic, click rate, conversation rate, etc.', 'Provide business teams with professional advice for planning of digital &amp; social media campaign, account structure and strategy plans', 'Prepare business reports and presentation for management review', 'Job Requirements:', 'Bachelor in Statistics / Computer Science or related disciplines', '3-5 years digital and social media analysis experience from agency', 'Experienced in quantitative analysis and e-commerce is an advantage']","['Our client is a well-established digital solution and marketing cloud services company, they are seeking to hire a Senior Marketing Analyst (Digital &amp; Social Media) to join their team to cope with their business expansion in Asia Pacific market.', 'Job Responsibilities:', 'Perform business data analysis and compile reports to support operations needs', 'Collaborate with key stakeholders and business units to understand their business objectives and requirements, perform data analysis to obtain the insight and provide advise / recommendations', 'Manage various digital advertising channels and campaigns', 'Develop KPI and measurements to evaluate the performance of ad. campaigns, provide recommendation and advise for improvement of performance of campaign in terms of traffic, click rate, conversation rate, etc.', 'Provide business teams with professional advice for planning of digital &amp; social media campaign, account structure and strategy plans', 'Prepare business reports and presentation for management review']"
617,04-Nov-21,"Head of Operations Transformation, Large Conglomerate",Morgan McKinley,,Human Resources Management/Consultancy,,,,"['This leading conglomerate is a strong player with a strong reputation and business prospect. They have newly created an executive level role for the upcoming large-scale and new projects.', 'Responsibilities', 'Requirements', ""Master's or Bachelor's degree holder from a globally recognised university"", 'A minimum of 15 years of relevant experience (consulting/lean/operations transformation/operations planning and strategy/operational excellence/process improvement/lean etc) gained from large companies from industries which are related to construction/infrastructure/airports/aviation/consultancy/hotel, entertainment or recreational builds etc with prior exposure to mega-scale projects', 'Rich exposure to large-scale projects/programmes and managing a team of talents from different expertise', 'Strong ability to start from scratch, covert complicated concepts into actionable work-flows and processes and convey the ideas to the business stakeholders', 'Excellent command of both English and Cantonese', 'International and PRC experience would be a big plus', 'A career of rotating and progressing through different functions would be preferred', 'To apply online, please click the ""Apply"" button below. For a confidential discussion about this role, please contact David Yung on +3907 3932 or', '[email\xa0protected]']"
618,03-Nov-21,Digital Transformation and Solution Delivery Lead,Generali Life (Hong Kong) Limited,Tai Koo,Insurance/Pension Funding,13 years,"['Degree in Computer Science or IT related disciplines', '13+ years of experience delivering enterprise software at scale, with minimum 5 years in supervisory role', 'Concrete knowledge on Banking and Insurance business, systems and processes', 'Concreate experience on API gateway, API management and API maturity model', 'Familiarity with Containerization, DevSecOps, microservice architecture style', 'Familiarity with Mobile APPs/Front-end technology like Material design', 'Familiarity with cloud services models (IaaS / SaaS / PaaS)', 'Experience on Agile project delivery frameworks and JIRA', 'Experience on project management, solution architecture design, various development approaches (TDD /BDD / DDD), technologies, frameworks, and/or other methodologies applicable to assigned domain', 'Able to alter direction easily to accommodate changing priorities', 'Strong problem solving and analytic skills and attention to detail']","['Support business-technology transformation and innovation ideas by adopting leading-edge technologies in the industry, evaluating emerging software technologies, and positioning their use in the Company.', 'Promote complicated technology enablement initiatives and roadmap, by translating into easy understanding business language and getting senior management buy-in', 'Onboard proper technologies or approaches by taking consideration of benefits, on total cost of ownership including ease of management, such as event-driven architecture and request-driven architecture, distributed computing, and centralized management', 'Define model and standard on microservice architectural style and onboard tiered-API architecture to maximize reusability and agility', 'Lead a team to support Lean Agile and DevOps principles including: Continuous Integration / Continuous Deployment, Hybrid Cloud Deployment Architectures, Automated Provisioning / Deployment / Testing Frameworks, Application Monitoring and Performance Validation.', 'Work with Global/Regional architecture team on steering architectural vision and defining strategy to drive continuous improvement on digital processes, deliver seamless solutions, drive sales, operation efficiency and customer experience', 'Maintain architectural discussion and various solution architecture design records, ensure traceability of decision made as technologies are emerging', 'Plan, direct, control and deliver Technology enablement projects and Proof of Concept to ensure successful achievement of the implementation schedule, targeted result and desired business benefit within budget', 'Manage external vendors’ solution architecture design and software quality', 'Bring in continuous learning culture by organizing technology sharing session to Application/Infrastructure team members', 'Manage project risks &amp; escalate project issues to Supervisor/Head of IT &amp; Functional Business Heads']","['Key Responsibilities:', 'Support business-technology transformation and innovation ideas by adopting leading-edge technologies in the industry, evaluating emerging software technologies, and positioning their use in the Company.', 'Promote complicated technology enablement initiatives and roadmap, by translating into easy understanding business language and getting senior management buy-in', 'Onboard proper technologies or approaches by taking consideration of benefits, on total cost of ownership including ease of management, such as event-driven architecture and request-driven architecture, distributed computing, and centralized management', 'Define model and standard on microservice architectural style and onboard tiered-API architecture to maximize reusability and agility', 'Lead a team to support Lean Agile and DevOps principles including: Continuous Integration / Continuous Deployment, Hybrid Cloud Deployment Architectures, Automated Provisioning / Deployment / Testing Frameworks, Application Monitoring and Performance Validation.', 'Work with Global/Regional architecture team on steering architectural vision and defining strategy to drive continuous improvement on digital processes, deliver seamless solutions, drive sales, operation efficiency and customer experience', 'Maintain architectural discussion and various solution architecture design records, ensure traceability of decision made as technologies are emerging', 'Plan, direct, control and deliver Technology enablement projects and Proof of Concept to ensure successful achievement of the implementation schedule, targeted result and desired business benefit within budget', 'Manage external vendors’ solution architecture design and software quality']"
619,27-Oct-21,Senior AI Engineer,iEMIS (HK) Limited,Lai Chi Kok,General Business Services,,"['Master in Computer Science, Biomedical Engineering, Electrical Engineering or related disciplines with 2 years of experience or PHD in related disciplines.', 'Experience in several of the following areas: medical image analysis, object detection, semantic segmentation.', 'Familiarity with Deep Learning frameworks such as PyTorch or Tensorflow.', 'Experience in real-time computer vision application development on edge platform is a strong plus', 'Excellent programming skills in Python and C++ is a strong plus', 'Strong sense of responsibility and eager to learn', 'We offer an attractive remuneration package, training, and good career opportunities to the right candidate.\xa0 Interested parties are invited to send your application enclosing full resume stating career and salary history to us, please click Apply.', 'Applicants not invited for an interview within two months may consider their applications unsuccessful.\xa0 All personal data collected will be used for recruitment purpose only.']",,"['Job Description:', 'Research and exploration of state-of-the-art AI algorithms for image detection/segmentation/classification on medical imaging data', 'Work effectively to achieve the goals of projects and deliver software and systems under tight deadlines', 'Requirements:', 'Master in Computer Science, Biomedical Engineering, Electrical Engineering or related disciplines with 2 years of experience or PHD in related disciplines.', 'Experience in several of the following areas: medical image analysis, object detection, semantic segmentation.', 'Familiarity with Deep Learning frameworks such as PyTorch or Tensorflow.', 'Experience in real-time computer vision application development on edge platform is a strong plus', 'Excellent programming skills in Python and C++ is a strong plus', 'Strong sense of responsibility and eager to learn', 'We offer an attractive remuneration package, training, and good career opportunities to the right candidate.\xa0 Interested parties are invited to send your application enclosing full resume stating career and salary history to us, please click Apply.', 'Applicants not invited for an interview within two months may consider their applications unsuccessful.\xa0 All personal data collected will be used for recruitment purpose only.']"
620,01-Nov-21,Business Analyst – Business Planning,Hang Lung Properties Limited,Central & Western Area,Property Development,3 years,"['Degree in Statistics, Economics, Marketing, Business or related disciplines', 'At least 3 years of relevant experiences in business planning, strategy planning or real estate/ retail research', 'Strong business mindset and excellent communication and analytical skills', 'Well organized, attention to details, proactive, multi-tasking and able to prioritize work under tight schedules', 'Excellent command of spoken and written English and Chinese (including Putonghua)', 'Proficient in computer applications including Word, Excel and PowerPoint', 'Ability to conduct modelling and proficiency in SPSS, Power BI, ORACLE, Tableau or other statistical tools is a plus', 'Occasional travel (1-2 times a year) to the Mainland for market visit is required', 'Candidate with more experience will be considered for the role of Senior Business Analyst – Business Planning', 'We offer an attractive remuneration package and excellent prospects for career advancement to the right candidate.', 'Please send detailed resume to Human Resources Department by clicking “Apply Now” button.', 'For more information about our Company, please visit our website:']","['Responsible for timely and accurate business analysis and recommendations to assist the Management and Business Planning Managers in understanding the market, competition, brands\xa0and our performance effectively', 'Work closely with other Business Planning team members in the maintenance and enhancement of our market and business intelligence databases', 'Manage the centralization of information from internal and external parties, consolidate the information and channel to relevant users', 'Prepare daily, weekly and monthly reports', 'Handle new projects and other ad-hoc or special requests from management as assigned', 'Requirements:', 'Degree in Statistics, Economics, Marketing, Business or related disciplines', 'At least 3 years of relevant experiences in business planning, strategy planning or real estate/ retail research', 'Strong business mindset and excellent communication and analytical skills', 'Well organized, attention to details, proactive, multi-tasking and able to prioritize work under tight schedules']","['Responsibilities:', 'Responsible for timely and accurate business analysis and recommendations to assist the Management and Business Planning Managers in understanding the market, competition, brands\xa0and our performance effectively', 'Work closely with other Business Planning team members in the maintenance and enhancement of our market and business intelligence databases', 'Manage the centralization of information from internal and external parties, consolidate the information and channel to relevant users', 'Prepare daily, weekly and monthly reports', 'Handle new projects and other ad-hoc or special requests from management as assigned', 'Requirements:', 'Degree in Statistics, Economics, Marketing, Business or related disciplines', 'At least 3 years of relevant experiences in business planning, strategy planning or real estate/ retail research']"
621,03-Nov-21,Process and Mechanical Engineer,iCreate Limited,,Research / Survey,2 years,,"['Conduct R&amp;D projects in iCreate, mainly responsible for project tasks related to chemical engineering, mechanical engineering, process design and automation', 'Job Qualifications &amp; Requirements', 'Degree (PhD preferred) in chemical engineering, mechanical engineering or related discipline', 'Familiar with automation, printing and/ or laser process technology', 'Experience in microfabrication and programming (e.g. Python, Sherlock, Galil) is preferred', 'Eagerness to learn, independent, and with good interpersonal skills', 'Requires frequent travel to various plant sites in China', 'We offer an attractive remuneration with excellent opportunities to the right candidate. Interested parties please click', '""', 'APPLY NOW']","['Key Role and Responsibilities:', 'Conduct R&amp;D projects in iCreate, mainly responsible for project tasks related to chemical engineering, mechanical engineering, process design and automation', 'Job Qualifications &amp; Requirements', 'Degree (PhD preferred) in chemical engineering, mechanical engineering or related discipline', 'Familiar with automation, printing and/ or laser process technology', 'Experience in microfabrication and programming (e.g. Python, Sherlock, Galil) is preferred', 'Eagerness to learn, independent, and with good interpersonal skills', 'Requires frequent travel to various plant sites in China', 'We offer an attractive remuneration with excellent opportunities to the right candidate. Interested parties please click']"
622,"{date}"",""","Lead Database Engineer ( Api, AWS)",AGS Group Limited,Central & Western Area,Human Resources Management/Consultancy,6 years,"['Overall of 8+ years expertise in software development on enterprise gradeproduct and at least one dynamic programming language, preferably Scala and\xa0NodeJs.', 'Expertise in Database modelling on relational DB, noSQL or big data DB,', 'spotting DB bottlenecks and writing optimized DB queries.', 'Expertise in enterprise grade API design.', 'Expertise in software frameworks such as Akka Stream, Spark and Hadoop etc.', 'Expertise in Data Modelling, Handling, Data API for Data Lake etc.', 'Expertise in all common Cloud technologies (AWS), Knowledge of CI/CD tools', 'and workflows.', 'Interested parties, pls email me at', 'ann.chan @agsgroup.com.hk']","['As a lead software engineer and supervise a small teams of backend engineers to execute and deliver even large and complex projects end-to-end', 'Working with the product team in helping define the scope of solutions, and limitations to build around.', 'Identify, prioritize and execute tasks in the software development life cycle', 'Proactively participate in code reviews and architecture and design discussions.', 'Mentoring junior engineers and setting best practices for coding, code reviews,', 'etc.', 'Ensuring performance and scalability in all new product features being developed.', 'Ensuring timely delivery of all product deliverables.', 'Requirements:', 'Overall of 8+ years expertise in software development on enterprise gradeproduct and at least one dynamic programming language, preferably Scala and\xa0NodeJs.', 'Expertise in Database modelling on relational DB, noSQL or big data DB,', 'spotting DB bottlenecks and writing optimized DB queries.', 'Expertise in enterprise grade API design.', 'Expertise in software frameworks such as Akka Stream, Spark and Hadoop etc.', 'Expertise in Data Modelling, Handling, Data API for Data Lake etc.', 'Expertise in all common Cloud technologies (AWS), Knowledge of CI/CD tools', 'and workflows.', 'Interested parties, pls email me at']","['Job Responsibilities:', 'As a lead software engineer and supervise a small teams of backend engineers to execute and deliver even large and complex projects end-to-end', 'Working with the product team in helping define the scope of solutions, and limitations to build around.', 'Identify, prioritize and execute tasks in the software development life cycle', 'Proactively participate in code reviews and architecture and design discussions.', 'Mentoring junior engineers and setting best practices for coding, code reviews,', 'etc.', 'Ensuring performance and scalability in all new product features being developed.', 'Ensuring timely delivery of all product deliverables.', 'Requirements:', 'Overall of 8+ years expertise in software development on enterprise gradeproduct and at least one dynamic programming language, preferably Scala and\xa0NodeJs.', 'Expertise in Database modelling on relational DB, noSQL or big data DB,', 'spotting DB bottlenecks and writing optimized DB queries.', 'Expertise in enterprise grade API design.', 'Expertise in software frameworks such as Akka Stream, Spark and Hadoop etc.', 'Expertise in Data Modelling, Handling, Data API for Data Lake etc.', 'Expertise in all common Cloud technologies (AWS), Knowledge of CI/CD tools']"
623,18-Oct-21,Data Scientist,Avo Insurance Company Limited,Sai Ying Pun,Insurance/Pension Funding,2 years,,,"['We are looking for a', 'Data Scientist', 'who is experienced in data analytics in a commercial environment, to help us develop and implement analytics enabled solutions to support our business decisions in insurance product design as well as digital marketing. We are looking for someone who is smart, dynamic, can think outside of the box, and is excited to make insurance relatable to everyone!', 'Job Description:', 'Apply statistical techniques to analyse data from various internal / external sources; effectively interpret data and provide insights for insurance product design / development', 'Apply data mining and predictive techniques to analyse customer behaviours on various digital sales platforms; evaluate effectiveness of distribution channels and provide insights for improving business efficiency', 'Qualifications:', 'Minimum 2 years of experience in a Data Scientist role', 'Proficient in programming languages (e.g. Python, Matlab, R, SQL, VBA)', 'Experienced in analysing unstructured data and web data analytics']"
624,02-Nov-21,Production Engineer,Plover Bay Technologies Limited,Lai Chi Kok,Information Technology,3 years,"['Degree or higher diploma holder in Manufacturing, Industrial Engineering, Industrial Management or relevant disciplines', 'At least 3 years of experience in electronic product manufacture', 'Knowledge of ERP/MRPII/MES application will be an advantage', 'Good command in Cantonese, English and Mandarin', 'Fast learner, willing to try, welcome changes with strong communication skills', 'Candidate with less experiences will be considered as Assistant Production Engineer', 'Benefits:']","['Monitor and review the production processes and procedures. Troubleshooting the production issues and investigating the root causes;', 'Apply immediate correction on those issues and suggest corrective action to the Production Manager;', 'Co-work with relevant teams including R&amp;D, procurement, sales and order management team for order fulfillment, production resource allocation and warehouse management;', 'Compile and update reports for evaluating the material status, fore-coming purchase orders and suppliers delivery plan.', 'Assist Production Manager for production improvement projects to reduce production costs, improve production efficiency as well as processes and product quality', 'Requirements:', 'Degree or higher diploma holder in Manufacturing, Industrial Engineering, Industrial Management or relevant disciplines', 'At least 3 years of experience in electronic product manufacture']","['Join', 'Plover Bay and become a part of this fast growing and energetic team! Plover Bay creates innovative networking technologies and solutions with customers in 70 countries. If you are a team player, creative, tech savvy and passionate, join our team and challenge yourself.', 'Responsibilities:', 'Monitor and review the production processes and procedures. Troubleshooting the production issues and investigating the root causes;', 'Apply immediate correction on those issues and suggest corrective action to the Production Manager;', 'Co-work with relevant teams including R&amp;D, procurement, sales and order management team for order fulfillment, production resource allocation and warehouse management;', 'Compile and update reports for evaluating the material status, fore-coming purchase orders and suppliers delivery plan.', 'Assist Production Manager for production improvement projects to reduce production costs, improve production efficiency as well as processes and product quality']"
625,29-Oct-21,Technical Analyst - Application Development,Orient Overseas Container Line Ltd (OOCL),Shatin Area,Freight Forwarding/Delivery/Shipping,,"['University graduate in Computer Science, or related disciplines', 'At least 2 year of Python/Oracle/PLSQL/MEAN Stack application development project experience', 'Solid understanding of object-oriented programming principles and design', 'Solid experience in programming Rich Internet Application (JavaScript, JSON, CSS, SOAP/RESTful web services)', 'Solid experience in Machine Learning (e.g. Optimization) projects and Data Visualization Tools is an advantage', 'Knowledge of Software Development Life Cycles, requirement study, design walk-through and release control process', 'Good command of spoken and written English,\xa0Putonghua is an advantage', 'Candidate with\xa0more experience will be considered as Senior Technical Analyst', 'Interested parties, please submit your application letter together with detailed resume and copies of your latest transcript', 'by clicking “Apply Now”.']","['Analyze user requirements, perform feasibility studies and impact analysis', 'Perform technical design, development, unit testing and development integration testing to deliver high performance, scalable, flexible and reliable software systems', 'Work with project teams from oversea to perform system integration, testing and production environment setup, deployment and release', 'Work with Data Scientist team to perform data research, model design, development and testing', 'Produce high quality deliverables based on thorough understanding of business requirements', 'Provide technical supports during system development and production roll-out', 'Requirements:', 'University graduate in Computer Science, or related disciplines', 'At least 2 year of Python/Oracle/PLSQL/MEAN Stack application development project experience', 'Solid understanding of object-oriented programming principles and design']","['Responsibilities:', 'Analyze user requirements, perform feasibility studies and impact analysis', 'Perform technical design, development, unit testing and development integration testing to deliver high performance, scalable, flexible and reliable software systems', 'Work with project teams from oversea to perform system integration, testing and production environment setup, deployment and release', 'Work with Data Scientist team to perform data research, model design, development and testing', 'Produce high quality deliverables based on thorough understanding of business requirements', 'Provide technical supports during system development and production roll-out', 'Requirements:', 'University graduate in Computer Science, or related disciplines']"
626,03-Nov-21,Senior System Analyst / System Analyst / Senior Analyst Programmer / Analyst Programmer,Blue Cross (Asia-Pacific) Insurance Ltd,Kwun Tong,Insurance/Pension Funding,4 years,"['Higher Diploma or above in Computer Science or related disciplines;', 'Minimum 4 years’ relevant experience in Client Server, Internet application development and maintenance; hands-on experience in Insurance business highly preferable;', 'Proficient in programming tools such as using IIS, SQL Server, Crystal Report, ASP.Net, HTML5, Java Script, JQuery, Ajax, C#, LINQ, Responsive Web Design, MVC model, Swift, Kotlin and etc.;', 'Experience in Google Analytics, Search Engine Optimization (SEO), Blockchain, Chatbot and Artificial Intelligence an advantage;', 'Good understanding of IT System Development Life Cycle (SDLC);', 'Good communication skills and good command of written and spoken English and Chinese;', 'Customer-oriented and strong analytical and problem-solving skills.', 'We offer excellent career prospects and attractive remuneration package including 5-day work week, year-end bonus, life, medical and dental coverage, birthday leave, volunteer leave, well-being time-off, etc.', 'Candidate with more relevant experience will be considered as System Analyst.', 'Please submit your application via our Company’s', 'Career Opportunities webpage', '.']","['Gather business requirements from users and perform system analysis and design to enhance and maintain the effectiveness of the application systems;', 'Perform program coding, system testing and co-ordinate user acceptance test and implementation;', 'Ensure the quality of system deliverables to fulfill the Company’s business needs;', 'Ensure all IT service requests are implemented with proper test results, sign-off, technical documentation and that IT Standard/ Guidelines and change management control measures are adhered to;', 'Provide user training and support to users to ensure the effectiveness of system operations;', 'Provide prompt and useful advice to business users and supervisor(s) regarding system operation with constructive technical solutions.', 'Job Requirements:', 'Higher Diploma or above in Computer Science or related disciplines;', 'Minimum 4 years’ relevant experience in Client Server, Internet application development and maintenance; hands-on experience in Insurance business highly preferable;', 'Proficient in programming tools such as using IIS, SQL Server, Crystal Report, ASP.Net, HTML5, Java Script, JQuery, Ajax, C#, LINQ, Responsive Web Design, MVC model, Swift, Kotlin and etc.;']","['We’re hiring multiple roles (permanent and contract staff) to support our digital transformation journey by making use of latest fintech and insurtech development tools and methodologies. \xa0If you are passionate and energetic to embrace digital innovation to drive business agility and respond to nowadays changing marketplace expectation, we welcome you to join us.', 'Job Responsibilities:', 'Gather business requirements from users and perform system analysis and design to enhance and maintain the effectiveness of the application systems;', 'Perform program coding, system testing and co-ordinate user acceptance test and implementation;', 'Ensure the quality of system deliverables to fulfill the Company’s business needs;', 'Ensure all IT service requests are implemented with proper test results, sign-off, technical documentation and that IT Standard/ Guidelines and change management control measures are adhered to;', 'Provide user training and support to users to ensure the effectiveness of system operations;', 'Provide prompt and useful advice to business users and supervisor(s) regarding system operation with constructive technical solutions.', 'Job Requirements:']"
