,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
3348,22-Oct-21,Helpdesk / Assistant Systems Engineer,OPS Communication Ltd,Kwai Hing,Telecommunication,1 year,,,"['Diploma or above holder in Computer Science or related subject', 'Mainly responsible for IT systems support and implementation', 'Routine works in preparing various technical documents, reports and procedure manuals', 'Experience in Microsoft Windows Server, Networking', 'Experience in Microsoft Windows 7, 8, 10. User profile migration from client-side existing device to new device. Scan and disinfect the malware or virus by 3rd parties tools.', 'Good communication skill in English / Mandarin. Independent, Self-motivated with outgoing personality', 'More experience or', 'Holder of MCITP, CCNA, CCNP, CISSP will be an advantage', 'will be considered as Systems Engineer.', 'We offer attractive remuneration and on job training to the right candidate.', ""Interested parties please email resume and expected salary by clicking 'Apply Now'."", 'All Personal data collected will be used for recruitment purpose only.']"
3349,03-Nov-21,Senior Actuarial Associate (IFRS 17 Implementation),Well Link Life Insurance Company Limited,Sheung Wan,Insurance/Pension Funding,3 years,,,"['Job Responsibilities', 'Assist in the impllementation of IFRS 17, including UAT testing and actuarial related calculation', 'Assist in the development of implementation guidelines in IFRS 17 and prepare documentation for IFRS 17 process', 'Communicate with relevant parties including Finance / IT department and other stakeholders for IFRS 17 implementation, including data extraction, calculation and output consolidation', 'Assist in improvement of efficiency and streamline the current actuarial process, including the Actuarial modeling conversion', 'Ensure proper governance and controls in place to meet reporting needs such as IFRS 17', 'Other ad-hoc projects on needed basis', 'Job Requirements']"
3350,29-Oct-21,Research and Development Officer/ Assistant (Food Factory),Maxim's Caterers Ltd,Tai Po Area,Hospitality/Catering,,"['Diploma or above in Food Science or related background', '1 year or above relevant working experience, preferably gained from food or catering industry', 'Knowledge in Hong Kong food legislation and requirements', 'Creative, self-motivated and able to develop new ideas / approaches', 'Proficient in MS Office &amp; Chinese Word Processing', 'Good command of spoken and written in English and Chinese', 'Staff Benefits:', 'Medical Insurance Coverage', 'Birthday &amp; Wedding Leave', 'Free Meal &amp; Shuttle Bus']","['Manage the product development process for new lines and the improvement process for existing products', 'Perform raw materials / packaging materials testing and sample preparation', 'Prepare technical specification such as product specification', 'Liaise with internal and external parties relating to product research and development', 'Prepare for costing analysis', 'Requirements:', 'Diploma or above in Food Science or related background', '1 year or above relevant working experience, preferably gained from food or catering industry', 'Knowledge in Hong Kong food legislation and requirements', 'Creative, self-motivated and able to develop new ideas / approaches', 'Proficient in MS Office &amp; Chinese Word Processing']","['Responsibilities:', 'Manage the product development process for new lines and the improvement process for existing products', 'Perform raw materials / packaging materials testing and sample preparation', 'Prepare technical specification such as product specification', 'Liaise with internal and external parties relating to product research and development', 'Prepare for costing analysis', 'Requirements:', 'Diploma or above in Food Science or related background', '1 year or above relevant working experience, preferably gained from food or catering industry', 'Knowledge in Hong Kong food legislation and requirements']"
3351,20-Oct-21,"Consulting-FS,Cyber Security(Cyber Governance), Senior Associate/Manager",EY,Quarry Bay,Accounting/Audit/Tax Services,4 years,,,"['Cyber threats, social media, massive data storage, privacy requirements and continuity of the service as usual require heavy information security measures. As a\xa0cyber security professional, you will help lead the implementation of cyber security and data privacy programme for EY clients and support the clients in their desire to protect the business. You will belong to an international connected team of professionals helping EY clients with their most complex information security needs and contributing toward their business resilience.', 'The opportunity', 'We will support you with career-long training and coaching to develop your skills. as the global EY network is a leading service provider in this space, you will be working with the leading collaborative environment. So whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.', 'Responsibilities, Qualifications, Certifications', 'Participate in Cyber Security engagements with a focus on regulatory-based security assessment, implementation of data protection programme and responsible for the day to day running of the engagements', 'Work effectively as a team member, sharing responsibility, providing support, maintaining communication and updating senior team members on progress', 'Help prepare reports and schedules that will be delivered to clients and other parties', 'Develop and maintain productive working relationships with client personnel', 'Build strong internal relationships within EY Consulting Services and with other service lines across the organization', 'Skills and attributes for success', 'As a Senior Associate / Manager in the Cyber Security Team, you will contribute technically to client engagements and services development activities. An important part of your role will be to actively establish, maintain and strengthen client’s relationships. You will also identify potential business opportunities for the EY organization within existing engagements and escalate these as appropriate. Similarly, you will anticipate and identify risks within engagements and share any issues with senior members of the team.', 'In line with EY commitment to quality, you will confirm that work is of high quality and is reviewed by the next-level reviewer. As an influential member of the team, you will help to create a positive learning culture, coach and counsel junior team members and help them to develop.', 'To qualify for the role you must have', 'A broad understanding on the regulatory environment of financial services industry']"
3352,29-Oct-21,Technical Support,Pacific Textiles Ltd,Kwai Hing,Clothing/Garment/Textile,,,,"['Job Description', 'We are looking for a bright Technical Support to provide enterprise level technical support for our colleagues. This technician will provide support via phone, email, chat, in person, and other channels as required. This technician will also be responsible for installing and maintaining server and network hardware. A background in engineering or IT support is required.', 'Responsibilities', 'Take ownership of customer issues reported and see problems through to resolution', 'Research, diagnose, troubleshoot and identify solutions to resolve issues', 'Follow standard procedures for proper escalation of unresolved issues to the appropriate internal teams', 'Ensure proper recording and closure of all issues; report status regularly', 'Document knowledge in the form of knowledge base tech notes and articles', 'Provision/decommission hardware in/out of data center facilities', 'Diagnose and resolve hardware issues', 'Assist in ad hoc projects when required', 'Requirements', 'BS degree in Information Technology, Computer Science or equivalent', 'Fresh graduation is welcome', 'Experience in Networking and Microsoft AD is preferred']"
3353,29-Oct-21,Food Technician / Food System Technologist - Laboratory,Maxim's Caterers Limited (Food Manufacturing),,Food and Beverage,,,,"['Responsibilities', 'Perform routine microbiological testing on food and environmental samples', 'Perform routine laboratory works, e.g. prepare culture media, daily housekeeping, documentation, reports preparation, laboratory result analysis, environmental monitoring, etc.', 'Maintain good laboratory system', 'Onsite sampling for food and environmental samples', 'Conduct equipment calibration and maintenance', 'Assist in ad hoc tasks if necessary', 'Job requirements', 'Higher Diploma or above in Food Science / Food Technology / Biology / Biotechnology or related discipline.']"
3354,03-Nov-21,Assistant Project Officer (Product Development),Hong Kong Quality Assurance Agency,North Point,Management Consultancy/Service,1 year,"['Degree holder, preferably in Environmental Science, Engineering, Business Administration, Finance or other related discipline', '1-2 years relevant working experience in\xa0Research and Development or Project Management, preferably related to environmental, ESG, sustainability or relevant fields', 'Experience in project management is an advantage', 'Experience in driving and executing new product development experience is preferred', 'Possess good technical writing, analytical and communication skills', 'Good computer literacy, including PowerPoint, Visio and data management tools;', '*2-year Contract will be offered to suitable candidate, and is subject to renewal.', 'Remuneration will be commensurate with qualification and working experience.\xa0 Interested parties please forward your resume with photo, expected remuneration and personal particulars to the\xa0Human Resource Office, Hong Kong Quality Assurance Agency, 19th Floor, K Wah Centre, 191 Java Road, North Point, Hong Kong', 'OR', 'by fax to\xa0 2202 9190', 'OR', 'click\xa0“Apply Now” to apply job', '.\xa0 Duplicate applications will not be considered.']",,"['Responsibilitie', 's:', 'Assist in the development and maintenance of conformity assessment schemes', 'Responsible for maintain and update product / project registration record and filing system', 'Deliver internal briefing, coordinate and interact with internal and external parties', 'Conduct related market and technical research as well as data analysis', 'Translate technical document', 'Provide administrative and logistic support to the department', 'Requirements:']"
3355,27-Oct-21,( Senior ) System Analysts / Analyst Programmers - IBM team,Acton Consulting Limited,,Information Technology,1 year,"['Diploma/Degree in Computer Science or related disciplines', ""1 to 8 years'\xa0 experience in software development and support"", 'Working experience in', 'at least one', 'of the following programming Languages:', 'Java\\J2EE', 'C#\xa0 and ASP.Net', 'PHP', 'Mobile Apps (iOS or Android)', 'C/C++', 'Full Stack', 'Data Science', 'Data Warehouse', 'VB / VB.Net', 'Programming experience in SQL is a', 'MUST', 'Knowledge in JavaScript and AJAX will be an advantage BUT not essential', 'Responsible, self-motivated and able to meet project deadline', ""Applicants with 7+ years' experience will be considered for a System Analyst role""]",,"['The responsibilities are System Design, Functional specifications, Software development and User Training.', 'Requirements:', 'Diploma/Degree in Computer Science or related disciplines', ""1 to 8 years'\xa0 experience in software development and support"", 'Working experience in', 'at least one', 'of the following programming Languages:', 'Java\\J2EE', 'C#\xa0 and ASP.Net', 'PHP', 'Mobile Apps (iOS or Android)', 'C/C++', 'Full Stack', 'Data Science', 'Data Warehouse', 'VB / VB.Net', 'Programming experience in SQL is a', 'MUST']"
3356,29-Oct-21,Manager (Quality Control / Quality Assurance team),Tao Heung Group Limited,Tai Po Area,Food and Beverage,5 years,"['Degree in Food science or related disciplines;', 'Familiar with ISO22000 or ISO9000 and HACCP implementation;', ""5 years' relevant experience in QA or QC management, with food industry experience would be an advantage;"", 'Independent, fast-paced, multi-tasking, result-oriented and self-motivated.', 'Interested parties please apply with resume, current salary, expected salary and contact numbers to the Human Resources Manager, Tao Heung Group Ltd. by clicking ""APPLY NOW"".', 'Application letters collected will be used for recruitment purpose only.']",,"['Working in Tao Heung Group, besides remuneration and benefits, you can also', '1) Get a chance to work in one of the largest F&amp;B groups,', '2) Get cross-border exposure, and', '3) Get some challenging yet fulfilling and rewarding experience.', 'Please join us as:', 'Managers (Quality Control / Quality Assurance team)', 'Quality Assurance Team', 'Job Description:', 'Design, implement, and improve company quality standards to achieve quality goals;', 'Conduct factory and outlets audits to identify any deviations from quality, hygiene and food safety standards;', 'Perform regular review of the manufacturing standard operating procedures (SOP) to ensure higher-quality goods and increase productivity;', 'Coordinate and follow through external audits by customers and third-party accreditation bodies;', 'Investigate customer complaints related to food quality.']"
3357,28-Oct-21,Laboratory Director,Manrison Personnel Limited,Kwai Hing,Human Resources Management/Consultancy,3 years,,,"['Our client, the recognized medical diagnostics and genetic testing company, providing high-quality Central Laboratory Services both to clinical and community project. They are dedicated to hire a Laboratory leader to join their Lab team.', 'Responsibilities', 'Competent in various discipline beside core lab operation including Molecular Pathology and Microbiology is advantage', 'Maintain records and manages quality activities and laboratory testing activities as documented in procedures and test methods', ""Ensure testing/calibration services meet client's requirements and expectations in terms of accurate data interpretation, timeliness and technical standards"", 'Maintain a proficient working team by recruiting, training and monitoring the staff,', 'Review and sign test report/ calibration certificates', 'Provide technical consultation as required', 'To report work progress, deficiencies or malfunctions to the top management,', 'Liaise with client and respond to their inquiries', 'Performs other duties as assigned', 'Requirements', 'Registration with the Hong Kong or Overseas Medical Technologist Board Part I status.', 'Bachelor’s Degree in Science/ Biomedical Science or related disciplines, preferably with a Master’s degree;', 'At least 3 years’ solid experience at laboratory supervisory level, preferably with experience in acting as approved signatory;', 'Good common of written and spoken English and Chinese, good communication and interpersonal skills;']"
3358,04-Nov-21,Analyst Programmer,Konew Financial Express Limited 康業信貸快遞,Central,Financial Services,,"['Diploma or above in Computer Studies / Computer Science / Information Technology (I.T.) or related disciplines', 'Good experience in any Azure cloud services, C#.NET, Javascript, Angular and HTML5', 'Able to demonstrate systematic and logical reasoning', 'With interest to learn new technologies, including AI, big data, DLT technology, mobile, cloud, etc.', 'Energetic, self-motivated, teamwork, dynamic and with passion for FinTech innovation', 'Experiencing\xa0on POS system\xa0will be an advantage but not a must', 'We offer:', 'Discretionary bonus', 'Medical insurance']","['Responsible for development of latest FinTech systems and enhancement of existing IT systems', 'To participate in the entire System Development Life Cycle (SDLC) for successful project delivery', 'To assist IT Manager in requirement study, analysis, design, documentation and co-ordination with users\xa0and operations teams', 'Provide support to end users on various business systems', 'Explore new technologies and drive for innovation, especially new development tools, new algorithmic code, bring better solution for existing environment', 'Active participation on latest company FinTech initiatives', 'Requirements:', 'Diploma or above in Computer Studies / Computer Science / Information Technology (I.T.) or related disciplines', 'Good experience in any Azure cloud services, C#.NET, Javascript, Angular and HTML5']","['Main Duties &amp; Responsibilities:', 'Responsible for development of latest FinTech systems and enhancement of existing IT systems', 'To participate in the entire System Development Life Cycle (SDLC) for successful project delivery', 'To assist IT Manager in requirement study, analysis, design, documentation and co-ordination with users\xa0and operations teams', 'Provide support to end users on various business systems', 'Explore new technologies and drive for innovation, especially new development tools, new algorithmic code, bring better solution for existing environment', 'Active participation on latest company FinTech initiatives', 'Requirements:']"
3359,02-Nov-21,Assistant Technical Project Manager,Octopus Holdings Limited,Kowloon Bay,Financial Services,4 years,"['Bachelor Degree in Computer Science, Information Technology, MIS or equivalent', 'Minimum 6 years of experience in IT industry with focus on information systems design and development', 'Hands-on experience in Java Development', 'Knowledgeable in web application development', 'Knowledgeable in Linux environment and RDBMS such as Oracle and SQL Server', 'Proficient in written and spoken English and Chinese with strong communication skills', 'Strong collaborative and interpersonal skills', 'Direct client facing experience is preferred', 'Project experience with external clients is preferred', 'A good team player that is self-motivated, detail-oriented and able to work under pressure', 'Organized and focused on planning and preparation']","['Participate in full Software Development Life Cycle (SDLC) in performing Requirement Gathering &amp; Analysis, Process &amp; System Design, Development, Testing, Release Management and Maintenance of automated fare collection (AFC) systems', 'Over 70% involvement in system design and development', 'Coordinate with project team and external customers for the implementation of projects and system enhancements', 'Ensure on-time and quality delivery', 'Fulfill subsequent system changes and post-launch support duties', 'Fulfill system maintenance and support duties to clients', 'Deliver project documents', 'Identify and manage project issues and dependencies and manage change holistically', 'Requirements:', 'Bachelor Degree in Computer Science, Information Technology, MIS or equivalent']","['Job Responsibilities:', 'Participate in full Software Development Life Cycle (SDLC) in performing Requirement Gathering &amp; Analysis, Process &amp; System Design, Development, Testing, Release Management and Maintenance of automated fare collection (AFC) systems', 'Over 70% involvement in system design and development', 'Coordinate with project team and external customers for the implementation of projects and system enhancements', 'Ensure on-time and quality delivery', 'Fulfill subsequent system changes and post-launch support duties', 'Fulfill system maintenance and support duties to clients', 'Deliver project documents', 'Identify and manage project issues and dependencies and manage change holistically']"
3360,29-Oct-21,System Security Officer  (Ref: JD-SSO),Public Bank (Hong Kong) Limited,,Financial Services,2 years,,,"['Perform security logs review and apply the security patches to all security and network', 'equipments', 'Assist in d', 'esign and enhance the network infrastructure', 'Monitor the performance and perform the troubleshooting for all security\xa0and network', 'equipments', 'Diploma or degree in Computer Science or relevant discipline', 'Certified in CISSP, CISA, CISM or related professional program is a must', 'Holder of CCNA, MCSE will be an advantage', 'Minimum 2 years working experience on I.T. security', 'and networking', 'Knowledge in security and network products, e.g. firewall, router, switch']"
3361,22-Oct-21,(Assistant) Project Manager (ICT / Infra)  (35k-40k) - perm role,Linkers International Limited,Quarry Bay,Human Resources Management/Consultancy,3 years,,,"['THE JOB', 'Deliver project management service to customer’s project including project planning, task scheduling, control and monitoring of project execution, risk management and progress reporting', 'Manage resource planning, allocation, cost control', 'Provide presales support and prepare relevant documents for tender bidding', 'Organize and attend meeting to report progress and resolve any project related issues', 'Prepare project correspondence such as meeting agenda and minutes', 'Ensure the project milestones/deliverables to be completed on time and meet the required quality standard', 'THE PERSON']"
3362,29-Oct-21,IT Engineer (Ref: 11721),Meinhardt Consulting Engineers,Southern Area,Architecture/Building/Construction,1 year,,,"['Job Duties', 'Provide first-line support by assisting end user with network, hardware and software problem such as setup,\xa0installation, configuration, testing and troubleshooting;', 'Maintain daily performance computer system, network infrastructure for local and project offices;', 'Maintain all IT equipment inventory record;', 'Perform regular assessment and apply patches and upgrades accordingly;', 'Response regular health check and monitor of all system and report timely for all problem and issue;', 'Prepare technical document and user manual;', 'Handle other duties as assigned.', 'Requirements']"
3363,29-Oct-21,Research Assistant II (Ref.: 508706),The University of Hong Kong,,Education,,,,"['Research Assistant II in the Department of Medicine', '(Ref.: 508706) (to commence as soon as possible for one year, with the possibility of renewal subject to satisfactory performance)', 'Applicants should possess a Bachelor’s degree in Biological/Medical Sciences or a related discipline.\xa0 They should have a good command of spoken and written English and Chinese (including Cantonese); a strong sense of responsibility; good organizational skills; and the abilities to multitask and work independently as well as in a team.', 'The appointee will assist in research work including contacting patients/research study participants, data management, and performing basic laboratory works such as DNA extraction and targeted PCR.', 'Those who have responded to the previous advertisement (Ref.: 508325) need not re-apply.', 'A highly competitive salary commensurate with qualifications and experience will be offered, in addition to annual leave and medical benefits.', 'The University only accepts online application for the above post.\xa0 Applicants should apply online and upload an up-to-date C.V.\xa0 Review of applications will start on November 7, 2021 and continue until', 'November 24, 2021', ',', 'or until the post is filled, whichever is earlier.']"
3364,29-Oct-21,Senior / Systems Analyst (Ref: OSC-12/67/240-DB),Bangkok Bank Public Co Ltd,Central,Financial Services,5 years,"['Possess an innovative mindset in architecting IT solutions to meet\xa0business needs and enhancing\xa0systems', ""A positive, 'can-do' working attitude, and an active self-starter character that will continuously add values to own responsibilities"", 'Strong\xa0analytical, problem solving &amp; communication skills', 'Well-versed in a high standard project management methodology and system documentation skills', 'At least\xa05 years of IT experience in system development and support', 'Experience\xa0in Banking industry, Core banking/Treasury/Trade Finance system, ETL/DWH, and/or Reporting is preferred', 'Proficiency in C#, VB.net, Java, Java Script, XML, Web-services, RDMS, Eclipse, and/or Crystal Report', 'Good hands-on knowledge on Windows,\xa0or Linux\xa0platform is a definite advantage', 'University graduates in Computer Science or equivalent', 'Proficient in English &amp; Chinese', '(Candidates with less experience will\xa0be considered for the position of']","['Act as our IT representative in assisting overseas branches business-process automation, systems implementation', 'Coordinate all phases of system development/maintenance where frequent contacts with different levels of management &amp; users are required', 'Participate in full SDLC including\xa0system analysis, design,\xa0coding, testing and documentation', 'Provide system training and post implementation support', 'Requirements:', 'Possess an innovative mindset in architecting IT solutions to meet\xa0business needs and enhancing\xa0systems', ""A positive, 'can-do' working attitude, and an active self-starter character that will continuously add values to own responsibilities"", 'Strong\xa0analytical, problem solving &amp; communication skills', 'Well-versed in a high standard project management methodology and system documentation skills', 'At least\xa05 years of IT experience in system development and support']","['We are now seeking a high caliber candidate to join our Hong Kong Branch.', 'Responsibilities:', 'Act as our IT representative in assisting overseas branches business-process automation, systems implementation', 'Coordinate all phases of system development/maintenance where frequent contacts with different levels of management &amp; users are required', 'Participate in full SDLC including\xa0system analysis, design,\xa0coding, testing and documentation', 'Provide system training and post implementation support', 'Requirements:']"
3365,"{date}"",""",Field Engineer - Environmental (LES-FE-2021-01),Lam Environmental Services Limited,,Environmental Science,3 years,,,"['Responsibilities', 'Be responsible for implementation of field monitoring programme for various local projects;', 'Collect and deliver samples, coordinate with local laboratory and vessel service provider;', 'Arrange field monitoring equipment setup and calibration;', 'Handle equipment maintenance and repair, coordinate with equipment supplier/agent;', 'Support in monitoring/survey projects, site audit/inspection, data analysis and project deliverables.', 'Requirements', 'High Diploma or above in Environmental / Biological Science/ Physics;', ""3 years' relevant experience in field monitoring, sampling and survey, experience in ecological / tree survey preferred;"", 'Possess valid driving license;', 'Self-motivated, proactive, strong team player, ability to work closely with different levels/backgrounds;', 'Good command of written and spoken English and Chinese.']"
3366,29-Oct-21,"Manager, Project Management Office",Heep Hong Society,Ngau Tau Kok,Charity/Social Services/Non-Profit Organisation,10 years,,,"['Responsibilities', ':', 'Align &amp; maintain the projects portfolio priorities &amp; strategic visions with the senior management team', 'Act as project manager for specifically attributed projects', 'Support departments with project management resources, methodologies, reports', 'Create, manage and execute the project schedules across the function, including defining the required steps to achieve project objectives, the required resources and work allocation, and the management of dependencies to ensure delivery within agreed time frames', 'Develop and draft change management and communication plans, messaging, and supporting documentation to help drive transformation in the business', 'Risk and issue management, with a strong focus on the identification, analysis, response and escalation of key project risks; communicate risk effectively in order to protect project schedule', 'Communicate with business leaders to manage multiple demands, identify and resolve conflicting issues', 'Requirements', ':']"
3367,01-Nov-21,Assistant Digital Product Manager - Public Website and Mobile,Hang Seng Bank Ltd,,Financial Services,2 years,,,"['Digital Banking', 'If you aspire to unleash your potential in the digital world and fast track your career in this exciting industry, Hang Seng Digital Banking offers opportunities, support and rewards that will take you further.', 'We are currently seeking high caliber professionals to join our team as', 'Assistant Digital Product Manager - Public Website and Mobile', '.', 'Principle Responsibilities', 'Drive and meet digital KPIs through planning and executing of strategic plans', 'Lead / coordinate the implementation of key digital initiatives including digital product, servicing or platform projects to explore new business opportunities', 'Implement Search Engine Optimization (SEO) strategies from content and technical perspectives', 'Initiate website optimization ideas to enhance digital journey and engagement to ensure delivery of excellent customer experience for achieving ambitious growth in digital traffic and usage']"
3368,01-Nov-21,"Senior Lead Engineer / Lead Engineer, Computer Vision",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Information Technology,,,,"['Reference #:\xa0CTO/IOTSEN/IMV/2719/210318', 'Job Responsibilities', 'Development of computer vision systems for industrial applications', 'Research on latest vision algorithms', 'Design and evaluation of vision software architecture', 'Software integration of vision systems', 'Literature review and patent reading', 'Preparation of technical documents', 'Occasional business trips to other cities for onsite support', 'Requirements']"
3369,22-Oct-21,Accounting Assistant,Shun Hing Electronic Trading Co Ltd,Tsim Sha Tsui,Trading and Distribution,2 years,"['Diploma Holder or above in Accounting or equivalent qualification.', 'Member of HKIAAT or Student member of HKICPA is preferable.', 'Minimum 2 years relevant working experience.', 'Proficient in computer skills, including Microsoft Office, including Word and Excel.', 'A team player with proactive attitude, good interpersonal and communication skills.', 'Good command in both written and spoken English and Chinese.', 'Self-motivated, strong sense of commitment, and able to work under pressure.', 'Immediate availability will be an advantage.', 'We offer 5-day work week.', 'Please apply with full resume, present and', 'expected', 'salary', 'by one of the following methods:']","['To handle general accounting duties, such as book keeping, A/R, A/P data entry and bank statement reconciliations.', 'To handle retail accounting functions such as invoicing, sales return and record receipts for outlets.', 'To assist in preparing and issuing cheques.', 'Requirements:', 'Diploma Holder or above in Accounting or equivalent qualification.', 'Member of HKIAAT or Student member of HKICPA is preferable.', 'Minimum 2 years relevant working experience.', 'Proficient in computer skills, including Microsoft Office, including Word and Excel.', 'A team player with proactive attitude, good interpersonal and communication skills.', 'Good command in both written and spoken English and Chinese.']","['Responsibilities:', 'To handle general accounting duties, such as book keeping, A/R, A/P data entry and bank statement reconciliations.', 'To handle retail accounting functions such as invoicing, sales return and record receipts for outlets.', 'To assist in preparing and issuing cheques.', 'Requirements:', 'Diploma Holder or above in Accounting or equivalent qualification.', 'Member of HKIAAT or Student member of HKICPA is preferable.', 'Minimum 2 years relevant working experience.', 'Proficient in computer skills, including Microsoft Office, including Word and Excel.']"
3370,01-Nov-21,"Assistant Manager / Manager, IT Audit",Shanghai Commercial Bank Ltd,Kwun Tong,Financial Services,3 years,"['Degree holder i', 'n Computer Science, Information Technology or related disciplines', 'Professional qualifications of CISA, CISSP or equivalent', 'Minimum 3 years of experience in IT audit or related fields in system securities, preferably in banking industry', 'Knowledge of IT infrastructure, programming languages, network/application security and database management system controls', 'Well-organized and independent with strong analytical ability and risk control sense', 'Good people, communication and influencing skills', '(Candidates with less experience will be considered for the position of Assistant Manager, IT Audit)', 'Attractive remuneration package will be offered to the right candidates. Interested parties please click', '""Apply Now""']","['Conduct IT audit assignments and review IT systems to assess adequacy and effectiveness of internal controls and systems security', 'Identify and assess risk areas and propose solutions to mitigate potential risks', 'Prepare reports with audit findings and recommendations', 'Perform follow-up review for proper implementation of audit recommendations', 'Assist in developing and maintaining Computer Assisted Auditing Techniques (“CAATs”) Programs', 'Assist in conducting ad-hoc projects as assigned', 'Requirements:', 'Degree holder i', 'n Computer Science, Information Technology or related disciplines', 'Professional qualifications of CISA, CISSP or equivalent']","['Responsibilities:', 'Conduct IT audit assignments and review IT systems to assess adequacy and effectiveness of internal controls and systems security', 'Identify and assess risk areas and propose solutions to mitigate potential risks', 'Prepare reports with audit findings and recommendations', 'Perform follow-up review for proper implementation of audit recommendations', 'Assist in developing and maintaining Computer Assisted Auditing Techniques (“CAATs”) Programs', 'Assist in conducting ad-hoc projects as assigned', 'Requirements:', 'Degree holder i', 'n Computer Science, Information Technology or related disciplines']"
3371,28-Oct-21,Quality Control Technician,Vickmans Laboratories Limited,Ngau Tau Kok,Medical/Pharmaceutical,1 year,,"['Sampling and testing of pharmaceutical products', 'Calibration and maintenance of equipment', 'Documentation and other quality control activities', 'Qualifications and Experience:', 'Degree or above in Chemistry or other related science disciplines', '1 year above experience is preferred', 'Familiar with testing instrumental analysis in HPLC, UV &amp; FTIR', 'Familiar with GMP and ISO is a definite advantage', 'Hardworking, initiative, self-motivated and fast learner', 'Good problem solving skills']","['Key Roles and Responsibilities:', 'Sampling and testing of pharmaceutical products', 'Calibration and maintenance of equipment', 'Documentation and other quality control activities', 'Qualifications and Experience:', 'Degree or above in Chemistry or other related science disciplines', '1 year above experience is preferred', 'Familiar with testing instrumental analysis in HPLC, UV &amp; FTIR', 'Familiar with GMP and ISO is a definite advantage']"
3372,29-Oct-21,System Support Engineer,Bank of Communications Trustee Limited,,Financial Services,3 years,,,"['Responsibilities', 'Perform system support and maintain application servers', 'Assist in project management, software installation and ad-hoc technical problems solving', 'Implement Windows patches and upgrade server operating system', 'Perform other administrative and emergency support', 'Perform ad-hoc assignments as required', 'Requirements', 'Degree in computer science, information technology or equivalent', 'At least 3 years working experience in system server support and management experience']"
3373,27-Oct-21,Programmer,Phillip Securities Group,Admiralty,Financial Services,,"['Higher diploma, degree or above in Information Technology/ Information System/ Computer Science or related discipline.', '2 years of solid hands-on experience in programming such as C++/C#/ASP.net.', 'Solid technical knowledge and experience in SQL database programming.', 'Experience in finance industry is a plus.', 'Strong problem solving skills and able to work independently.', 'Good command of written and spoken English, Cantonese.', 'Fresh graduates are welcome to apply. Experienced or capable candidates will be considered for the Analyst Programmer post.', 'If you are looking for growth and opportunities, please e-mail a full resume, indicating your preferred area(s), with present salary (if any) and expected salary to our P&amp;A Department, Phillip Securities Group.', '""All personal data collection is for recruitment purposes. The data provided by job applicants will be used strictly in accordance with the employer\'s personal data policies, a copy of which will be provided immediately upon request.""']",,"['Job Description:', 'Responsible for development/support of front and back office systems.', 'Provide user support and application maintenance.', 'Prepare system documentation.', 'Job Requirements:', 'Higher diploma, degree or above in Information Technology/ Information System/ Computer Science or related discipline.', '2 years of solid hands-on experience in programming such as C++/C#/ASP.net.', 'Solid technical knowledge and experience in SQL database programming.']"
3374,29-Oct-21,System Administrator,r-pac Hong Kong Ltd,Kwai Hing,Packaging,5 years,"['Diploma or above in Computer Science or related discipline', 'At least 5 years relative experience', 'Knowledge and hands on experience in LAN/WAN, Windows 2003 / 2008 / 2008 r2 Server, Exchange 2003 / 2010, Office365, VMware 5.x server, Linux server and MS SQL Server2008', 'Good knowledge of IBM SAN storage and data management', 'Familiarity with Cisco/Fortigate firewall and switches, TCP/ IP, IPsec and MPLS VPN', 'Good interpersonal and communication skills', 'Good command of both written and spoken in English, Cantonese &amp; Mandarin', 'Responsible and able to work independently', 'We offer excellent career development opportunities with a highly competitive salary supported by a benefits program including 5-days work, medical, MPF and discretionary bonus. Interested parties please click ""APPLY NOW"" for application information.', '**All information submitted will be treated as confidential and used **']","['Perform daily system monitoring, verifying the integrity and availability of all hardware, server resources, systems and key processes,', 'Reviewing system and application logs, and verifying completion of scheduled jobs such as backups', 'Provide 2nd level of technical assistance', 'Maintain the application systems, databases, internal network, router, firewall and VPN', 'Involve in system development and implementation projects if necessary', 'Provide off-hours operational support for emergency maintenance and deployment events as request', 'Provide management decision-making document', 'Identify the causes of networking problems by using diagnostic testing software and equipment', 'Analyze and report computer network security breaches or attempted breaches', 'Create or update technical documentation for system installations or changes', 'Monitor industry websites or publications for information about patches, releases, viruses, or potential problem identifications']","['Job Responsibilities:', 'Perform daily system monitoring, verifying the integrity and availability of all hardware, server resources, systems and key processes,', 'Reviewing system and application logs, and verifying completion of scheduled jobs such as backups', 'Provide 2nd level of technical assistance', 'Maintain the application systems, databases, internal network, router, firewall and VPN', 'Involve in system development and implementation projects if necessary', 'Provide off-hours operational support for emergency maintenance and deployment events as request', 'Provide management decision-making document', 'Identify the causes of networking problems by using diagnostic testing software and equipment', 'Analyze and report computer network security breaches or attempted breaches']"
